area_name,gn_number,total,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_plus,district,gn_name_pop,name_norm,Name,gn_name_boundary,pop_name_count,bnd_name_count,match_status,final_boundary_name
Rotalawela,1M,1878,183,174,168,167,161,162,162,146,128,106,96,75,63,42,22,11,7,3,0,2,Badulla,Rotalawela,rotalawela,Rotalawela,Rotalawela,1,1,AUTO_MATCH_OK,
Divulapelessa,1C,2167,222,211,178,156,141,211,220,165,134,117,132,113,69,48,23,15,6,3,0,3,Badulla,Divulapelessa,divulapelessa,Divulapelessa,Divulapelessa,1,1,AUTO_MATCH_OK,
Aluyatawela,1I,1900,178,190,146,128,135,168,189,127,120,125,128,97,63,39,33,19,6,5,1,3,Badulla,Aluyatawela,aluyatawela,Aluyatawela,Aluyatawela,1,1,AUTO_MATCH_OK,
Theldeniyaya,1L,2014,197,208,174,154,166,177,138,134,131,148,133,84,78,46,26,9,7,3,1,0,Badulla,Theldeniyaya,theldeniyaya,Theldeniyaya,Theldeniyaya,1,1,AUTO_MATCH_OK,
Hebarawa,1A,1581,132,130,154,128,112,136,116,117,113,111,100,88,61,38,27,9,5,2,1,1,Badulla,Hebarawa,hebarawa,Hebarawa,Hebarawa,1,1,AUTO_MATCH_OK,
Ginnoruwa,1J,1364,141,102,98,95,84,120,139,99,84,69,72,97,67,44,30,18,3,0,1,1,Badulla,Ginnoruwa,ginnoruwa,Ginnoruwa,Ginnoruwa,1,1,AUTO_MATCH_OK,
Belaganwewa,1G,1879,197,172,104,151,154,206,169,100,99,104,135,107,88,42,19,15,10,2,1,4,Badulla,Belaganwewa,belaganwewa,Belaganwewa,Belaganwewa,1,1,AUTO_MATCH_OK,
Ulhitiya,1R,1832,166,180,130,142,158,185,181,116,100,101,129,87,68,49,15,14,7,2,0,2,Badulla,Ulhitiya,ulhitiya,Ulhitiya,Ulhitiya,1,1,AUTO_MATCH_OK,
Pahala Rathkinda,1D,2502,257,247,243,216,184,249,220,178,183,114,126,113,72,47,19,18,7,6,0,3,Badulla,Pahala Rathkinda,pahala rathkinda,Pahala Rathkinda,Pahala Rathkinda,1,1,AUTO_MATCH_OK,
Hobariyawa,1N,2395,212,204,208,214,172,222,204,169,149,136,139,104,107,76,37,20,9,6,3,4,Badulla,Hobariyawa,hobariyawa,Hobariyawa,Hobariyawa,1,1,AUTO_MATCH_OK,
Millattawa,1P,2494,281,212,204,177,179,242,239,169,167,161,138,105,85,54,43,16,11,9,1,1,Badulla,Millattawa,millattawa,Millattawa,Millattawa,1,1,AUTO_MATCH_OK,
Viranegama,1E,1652,159,163,121,112,94,142,156,117,93,89,117,107,87,51,26,10,3,3,2,0,Badulla,Viranegama,viranegama,Viranegama,Viranegama,1,1,AUTO_MATCH_OK,
Aluttarama,1H,1567,144,132,114,125,112,159,155,110,83,103,89,94,74,34,23,13,3,0,0,0,Badulla,Aluttarama,aluttarama,Aluttarama,Aluttarama,1,1,AUTO_MATCH_OK,
Girandurukotte,1F,4027,384,444,348,340,287,356,345,342,278,266,218,175,92,53,36,29,15,12,6,1,Badulla,Girandurukotte,girandurukotte,Girandurukotte,Girandurukotte,1,1,AUTO_MATCH_OK,
Bathalayaya,1,3196,330,280,259,259,238,243,320,258,244,184,149,139,121,79,42,23,17,10,1,0,Badulla,Bathalayaya,bathalayaya,Bathalayaya,Bathalayaya,1,1,AUTO_MATCH_OK,
Haddattawa,2A,2023,158,158,160,173,156,170,166,166,161,129,117,112,82,46,23,27,14,3,2,0,Badulla,Haddattawa,haddattawa,Haddattawa,Haddattawa,1,1,AUTO_MATCH_OK,
Meegahahena,1K,1682,160,150,135,130,112,143,135,119,131,100,121,84,66,43,25,17,7,1,1,2,Badulla,Meegahahena,meegahahena,Meegahahena,Meegahahena,1,1,AUTO_MATCH_OK,
Galporuyaya,1B,2479,242,189,225,246,222,225,198,170,161,149,122,87,84,53,33,25,28,11,3,6,Badulla,Galporuyaya,galporuyaya,Galporuyaya,Galporuyaya,1,1,AUTO_MATCH_OK,
Beligalla,7,2405,251,201,205,240,204,213,179,162,169,166,145,93,67,41,29,22,8,3,2,5,Badulla,Beligalla,beligalla,Beligalla,Beligalla,1,1,AUTO_MATCH_OK,
Dambana,7A,2179,226,208,209,185,192,195,193,161,133,136,115,83,53,33,29,14,8,3,1,2,Badulla,Dambana,dambana,Dambana,Dambana,1,1,AUTO_MATCH_OK,
Kukulapola,8,1242,126,110,105,111,108,128,118,93,66,68,64,52,34,29,18,5,4,2,1,0,Badulla,Kukulapola,kukulapola,Kukulapola,Kukulapola,1,1,AUTO_MATCH_OK,
Wewatta,8A,1881,211,176,154,179,167,176,151,146,118,123,93,70,52,27,26,8,1,2,1,0,Badulla,Wewatta,wewatta,Wewatta,Wewatta,1,1,AUTO_MATCH_OK,
Thalangamuwa,2C,2004,177,165,186,178,178,153,196,161,143,134,110,82,66,31,21,10,7,3,0,3,Badulla,Thalangamuwa,thalangamuwa,Thalangamuwa,Thalangamuwa,1,1,AUTO_MATCH_OK,
Sorabora,2B,1978,156,194,182,153,138,168,195,160,125,114,114,95,91,44,28,12,3,4,2,0,Badulla,Sorabora,sorabora,Sorabora,Sorabora,1,1,AUTO_MATCH_OK,
Wewgampaha,2,3350,283,299,271,274,273,287,314,256,256,223,187,161,90,84,42,26,13,8,0,3,Badulla,Wewgampaha,wewgampaha,Wewgampaha,Wewgampaha,1,1,AUTO_MATCH_OK,
Dehigolla,3B,2285,219,216,189,180,199,191,216,172,163,134,133,91,65,41,40,22,8,4,2,0,Badulla,Dehigolla,dehigolla,Dehigolla,Dehigolla,1,1,AUTO_MATCH_OK,
Elewela,3C,2329,231,218,174,191,190,187,217,186,170,157,121,96,74,50,30,20,8,6,1,2,Badulla,Elewela,elewela,Elewela,Elewela,1,1,AUTO_MATCH_OK,
Mahiyanganaya Town,3A,2700,196,231,176,198,219,286,271,226,234,179,161,128,71,51,33,21,13,5,0,1,Badulla,Mahiyanganaya Town,mahiyanganaya town,Mahiyanganaya Town,Mahiyanganaya Town,1,1,AUTO_MATCH_OK,
Poojanagaraya,3D,2248,210,179,167,188,180,245,200,171,165,161,128,96,67,47,13,20,7,2,1,1,Badulla,Poojanagaraya,poojanagaraya,Poojanagaraya,Poojanagaraya,1,1,AUTO_MATCH_OK,
Dambarawa,3,2113,196,194,165,171,181,177,167,149,164,155,122,108,67,42,13,22,13,6,1,0,Badulla,Dambarawa,dambarawa,Dambarawa,Dambarawa,1,1,AUTO_MATCH_OK,
Senanigama,4D,2202,200,197,167,197,158,151,173,148,179,158,140,133,65,46,32,28,22,6,2,0,Badulla,Senanigama,senanigama,Senanigama,Senanigama,1,1,AUTO_MATCH_OK,
Mapakadawewa,4A,2720,253,222,225,231,191,216,223,228,218,173,167,130,91,64,33,29,16,7,1,2,Badulla,Mapakadawewa,mapakadawewa,Mapakadawewa,Mapakadawewa,1,1,AUTO_MATCH_OK,
Pangaragammana,4,2076,242,250,205,200,153,156,193,127,111,111,106,93,52,31,24,11,5,3,1,2,Badulla,Pangaragammana,pangaragammana,Pangaragammana,Pangaragammana,1,1,AUTO_MATCH_OK,
Dambagolla,4C,1993,213,183,166,190,230,162,165,116,137,128,116,79,50,19,23,11,4,1,0,0,Badulla,Dambagolla,dambagolla,Dambagolla,Dambagolla,1,1,AUTO_MATCH_OK,
Medayaya,4B,1439,127,127,119,129,123,136,119,102,99,104,85,60,48,20,19,12,6,1,2,1,Badulla,Medayaya,medayaya,Medayaya,Medayaya,1,1,AUTO_MATCH_OK,
Orubendiwewa,02D,1698,170,137,152,176,181,158,147,105,126,100,72,62,53,17,14,18,7,2,1,0,Badulla,Orubendiwewa,orubendiwewa,Orubendiwewa,Orubendiwewa,1,1,AUTO_MATCH_OK,
Sangabopura,02K,1298,118,106,109,112,127,99,97,107,89,93,62,42,32,36,27,17,12,9,4,0,Badulla,Sangabopura,sangabopura,Sangabopura,Sangabopura,1,1,AUTO_MATCH_OK,
Welampele,02E,2106,227,194,186,225,186,190,166,123,155,154,103,83,46,33,22,9,2,0,1,1,Badulla,Welampele,welampele,Welampele,Welampele,1,1,AUTO_MATCH_OK,
Keselpotha North,02B,1960,189,157,191,177,183,149,145,144,143,120,94,76,79,39,31,21,9,9,2,2,Badulla,Keselpotha North,keselpotha north,Keselpotha North,Keselpotha North,1,1,AUTO_MATCH_OK,
Ikiriyagoda,02G,1464,93,145,141,196,135,107,98,117,111,95,73,41,32,31,19,8,12,6,2,2,Badulla,Ikiriyagoda,ikiriyagoda,Ikiriyagoda,Ikiriyagoda,1,1,AUTO_MATCH_OK,
Kandubedda,09D,882,79,79,77,94,84,81,67,65,63,55,49,28,23,19,7,9,2,1,0,0,Badulla,Kandubedda,kandubedda,Kandubedda,Kandubedda,1,1,AUTO_MATCH_OK,
Aralupitiya,09C,1062,101,104,86,109,74,77,87,66,86,63,62,53,28,30,14,12,6,3,0,1,Badulla,Aralupitiya,aralupitiya,Aralupitiya,Aralupitiya,1,1,AUTO_MATCH_OK,
Ekiriyankumbura,9,1322,125,142,110,119,97,128,121,81,67,85,54,57,54,42,16,12,5,4,1,2,Badulla,Ekiriyankumbura,ekiriyankumbura,Ekiriyankumbura,Ekiriyankumbura,1,1,AUTO_MATCH_OK,
Dehigama,09A,2130,193,189,183,203,161,183,188,154,148,115,121,93,83,49,23,25,14,3,1,1,Badulla,Dehigama,dehigama,Dehigama,Dehigama,1,1,AUTO_MATCH_OK,
Morana,09B,378,34,43,44,33,28,39,26,23,21,32,18,15,9,3,5,1,3,0,1,0,Badulla,Morana,morana,Morana,Morana,1,1,AUTO_MATCH_OK,
Kudalunuka,10A,1014,104,93,83,98,94,86,93,88,62,60,51,28,20,21,16,12,4,1,0,0,Badulla,Kudalunuka,kudalunuka,Kudalunuka,Kudalunuka,1,1,AUTO_MATCH_OK,
Aluketiyawa,6,590,62,42,43,51,54,47,44,46,43,39,31,32,25,10,10,8,2,1,0,0,Badulla,Aluketiyawa,aluketiyawa,Aluketiyawa,Aluketiyawa,1,1,AUTO_MATCH_OK,
Keselpotha South,02F,1630,158,149,135,160,142,116,141,128,122,107,63,62,53,42,31,9,8,2,2,0,Badulla,Keselpotha South,keselpotha south,Keselpotha South,Keselpotha South,1,1,AUTO_MATCH_OK,
Serana,02C,2132,190,184,191,201,186,168,176,191,160,120,101,74,82,56,27,15,8,2,0,0,Badulla,Serana,serana,Serana,Serana,1,1,AUTO_MATCH_OK,
Arawatta,02L,1638,153,168,145,158,121,131,154,132,133,104,81,64,40,24,11,11,2,4,0,2,Badulla,Arawatta,arawatta,Arawatta,Arawatta,1,1,AUTO_MATCH_OK,
Uva Gemunupura,02A,1695,178,201,162,127,88,112,146,145,129,115,84,58,50,34,38,20,4,2,1,1,Badulla,Uva Gemunupura,uva gemunupura,,,1,,UNMATCHED,uva gemunupura
Senevigama,02J,1901,178,196,145,149,114,120,174,170,139,117,92,50,64,74,56,47,13,3,0,0,Badulla,Senevigama,senevigama,Senevigama,Senevigama,1,1,AUTO_MATCH_OK,
Uva Thissapura,06A,2249,232,218,159,192,149,171,207,200,167,127,101,63,90,75,43,34,13,4,1,3,Badulla,Uva Thissapura,uva thissapura,Uva Thissapura,Uva Thissapura,1,1,AUTO_MATCH_OK,
Gamakumbura North,06E,1125,114,118,100,103,67,83,81,97,93,77,48,30,49,34,18,11,1,1,0,0,Badulla,Gamakumbura North,gamakumbura north,Gamakumbura North,Gamakumbura North,1,1,AUTO_MATCH_OK,
Kuralewela,06C,553,54,58,36,45,47,61,44,40,44,32,32,19,8,12,12,3,4,1,1,0,Badulla,Kuralewela,kuralewela,Kuralewela,Kuralewela,1,1,AUTO_MATCH_OK,
Nagadeepa,06B,819,77,74,55,71,60,78,69,61,56,56,56,34,24,20,17,7,2,2,0,0,Badulla,Nagadeepa,nagadeepa,Nagadeepa,Nagadeepa,1,1,AUTO_MATCH_OK,
Mahalunuka,10,1322,133,115,110,125,105,130,121,75,94,80,68,54,41,30,22,13,1,3,1,1,Badulla,Mahalunuka,mahalunuka,Mahalunuka,Mahalunuka,1,1,AUTO_MATCH_OK,
Pethiyagoda,11A,1487,141,132,125,118,105,136,129,97,94,114,98,72,44,28,27,14,8,1,2,2,Badulla,Pethiyagoda,pethiyagoda,Pethiyagoda,Pethiyagoda,1,1,AUTO_MATCH_OK,
Rideemaliyadda South,11B,1793,162,174,148,130,118,152,161,138,116,118,105,74,66,47,36,22,19,2,5,0,Badulla,Rideemaliyadda South,rideemaliyadda south,Rideemaliyadda South,Rideemaliyadda South,1,1,AUTO_MATCH_OK,
Rideemaliyadda North,11,1235,101,120,104,98,94,76,102,100,95,80,76,56,43,38,23,17,3,8,1,0,Badulla,Rideemaliyadda North,rideemaliyadda north,Rideemaliyadda North,Rideemaliyadda North,1,1,AUTO_MATCH_OK,
Uraniya,11C,608,64,56,55,40,46,49,43,42,48,46,37,23,20,10,12,11,2,2,0,2,Badulla,Uraniya,uraniya,Uraniya,Uraniya,1,1,AUTO_MATCH_OK,
Kotathalawa,5,558,46,38,45,69,49,51,44,34,34,44,35,21,15,11,11,6,4,1,0,0,Badulla,Kotathalawa,kotathalawa,Kotathalawa,Kotathalawa,1,1,AUTO_MATCH_OK,
Andaulpatha,05A,1765,174,164,150,153,125,149,153,128,138,95,96,62,58,30,33,29,17,4,3,4,Badulla,Andaulpatha,andaulpatha,Andaulpatha,Andaulpatha,1,1,AUTO_MATCH_OK,
Gamakumbura South,06F,628,52,73,56,61,43,42,60,56,46,39,26,12,17,19,10,9,5,2,0,0,Badulla,Gamakumbura South,gamakumbura south,Gamakumbura South,Gamakumbura South,1,1,AUTO_MATCH_OK,
Abhayapura,02H,1538,151,163,153,117,102,71,99,148,140,100,66,41,38,55,50,28,12,2,0,2,Badulla,Abhayapura,abhayapura,Abhayapura,Abhayapura,1,1,AUTO_MATCH_OK,
Dikkendayaya,06D,1076,100,95,99,88,69,86,78,98,75,77,37,32,49,42,36,10,3,2,0,0,Badulla,Dikkendayaya,dikkendayaya,Dikkendayaya,Dikkendayaya,1,1,AUTO_MATCH_OK,
Pahalaoyagama,05B,1010,97,89,116,95,67,82,81,61,68,65,45,44,35,26,16,20,1,2,0,0,Badulla,Pahalaoyagama,pahalaoyagama,Pahalaoyagama,Pahalaoyagama,1,1,AUTO_MATCH_OK,
Bubula,13B,974,83,100,87,73,66,70,86,76,72,69,64,45,29,20,12,12,6,4,0,0,Badulla,Bubula,bubula,Bubula,Bubula,1,1,AUTO_MATCH_OK,
Ritigahaarawa,12,477,47,32,32,34,29,48,39,38,26,29,28,32,28,14,10,3,2,5,1,0,Badulla,Ritigahaarawa,ritigahaarawa,Ritigahaarawa,Ritigahaarawa,1,1,AUTO_MATCH_OK,
Kandegama,12A,783,70,81,65,79,50,55,52,54,44,55,38,39,34,23,16,13,10,3,2,0,Badulla,Kandegama,kandegama,Kandegama,Kandegama,1,1,AUTO_MATCH_OK,
Mahagama,13,868,82,72,71,71,60,74,64,69,57,58,50,36,37,29,20,13,4,1,0,0,Badulla,Mahagama,mahagama,Mahagama,Mahagama,1,1,AUTO_MATCH_OK,
Kuruvithenna,13A,1482,152,134,132,124,132,133,118,101,98,100,66,52,51,35,25,14,7,5,1,2,Badulla,Kuruvithenna,kuruvithenna,Kuruvithenna,Kuruvithenna,1,1,AUTO_MATCH_OK,
Deekirigolla,14A,670,65,54,49,52,55,55,56,49,43,44,41,38,28,23,7,3,7,1,0,0,Badulla,Deekirigolla,deekirigolla,Deekirigolla,Deekirigolla,1,1,AUTO_MATCH_OK,
Pinnagolla,14,950,77,78,108,83,76,61,79,76,79,51,64,40,31,18,16,5,4,2,1,1,Badulla,Pinnagolla,pinnagolla,Pinnagolla,Pinnagolla,1,1,AUTO_MATCH_OK,
Arawa,15,773,62,78,65,64,71,61,67,63,42,46,38,41,29,16,18,11,0,1,0,0,Badulla,Arawa,arawa,Arawa,Arawa,1,1,AUTO_MATCH_OK,
Dikyaya,15A,682,64,63,70,61,64,44,48,32,33,41,52,36,24,21,22,6,1,0,0,0,Badulla,Dikyaya,dikyaya,Dikyaya,Dikyaya,1,1,AUTO_MATCH_OK,
Diyakombala,11D,1293,138,127,115,88,89,114,113,96,79,78,74,71,50,22,18,7,8,4,0,2,Badulla,Diyakombala,diyakombala,Diyakombala,Diyakombala,1,1,AUTO_MATCH_OK,
Karametiya,22D,1514,138,146,123,135,117,122,115,129,94,107,89,72,48,27,22,11,10,6,0,3,Badulla,Karametiya,karametiya,Karametiya,Karametiya,1,1,AUTO_MATCH_OK,
Balagolla,22A,1234,131,127,85,102,102,130,116,97,57,53,78,47,29,35,18,13,5,4,1,4,Badulla,Balagolla,balagolla,Balagolla,Balagolla,1,1,AUTO_MATCH_OK,
Aggalaulpatha,22C,1394,129,138,134,113,124,96,114,95,97,81,87,53,53,41,15,11,7,3,1,2,Badulla,Aggalaulpatha,aggalaulpatha,Aggalaulpatha,Aggalaulpatha,1,1,AUTO_MATCH_OK,
Karandagahamada,22B,1206,121,112,99,113,109,103,103,96,87,77,60,37,30,23,15,10,8,0,1,2,Badulla,Karandagahamada,karandagahamada,Karandagahamada,Karandagahamada,1,1,AUTO_MATCH_OK,
Polgaha Arawa,22E,729,61,76,72,46,48,74,64,49,48,52,40,27,23,21,12,12,3,0,0,1,Badulla,Polgaha Arawa,polgaha arawa,Polgaha Arawa,Polgaha Arawa,1,1,AUTO_MATCH_OK,
Polwatta,16D,364,30,30,25,27,22,22,24,14,25,36,29,21,15,19,13,5,6,0,0,1,Badulla,Polwatta,polwatta,Polwatta,Polwatta,1,1,AUTO_MATCH_OK,
Watagommana,16E,368,37,39,26,12,20,32,27,30,21,23,29,24,19,12,5,7,3,1,1,0,Badulla,Watagommana,watagommana,Watagommana,Watagommana,1,1,AUTO_MATCH_OK,
Roberiya,18F,2046,263,235,204,92,116,153,137,107,123,129,135,113,99,67,35,20,11,6,1,0,Badulla,Roberiya,roberiya,Roberiya,Roberiya,1,1,AUTO_MATCH_OK,
Pitamaruwa,16A,906,92,81,57,60,79,87,77,40,60,55,67,51,45,20,16,11,5,2,0,1,Badulla,Pitamaruwa,pitamaruwa,Pitamaruwa,Pitamaruwa,1,1,AUTO_MATCH_OK,
Wewathenna,16B,453,41,40,59,43,35,23,23,34,30,30,21,18,31,15,4,5,0,0,1,0,Badulla,Wewathenna,wewathenna,Wewathenna,Wewathenna,3,1,AMBIGUOUS_DUPLICATE_NAME,wewathenna
Ellanda,16C,646,52,42,66,67,53,39,28,36,57,60,54,29,19,14,14,9,5,1,1,0,Badulla,Ellanda,ellanda,,,2,,UNMATCHED,ellanda
Kalugahakandura,16,663,68,60,69,61,42,43,48,43,39,58,30,37,24,14,6,14,6,1,0,0,Badulla,Kalugahakandura,kalugahakandura,Kalugahakandura,Kalugahakandura,1,1,AUTO_MATCH_OK,
Komarika,22F,1216,104,117,97,113,91,102,91,90,68,85,79,60,49,27,17,17,6,3,0,0,Badulla,Komarika,komarika,Komarika,Komarika,1,1,AUTO_MATCH_OK,
Akurukaduwa,22G,1465,141,119,139,137,84,105,104,114,103,122,82,66,42,44,27,28,7,1,0,0,Badulla,Akurukaduwa,akurukaduwa,Akurukaduwa,Akurukaduwa,1,1,AUTO_MATCH_OK,
Meegahakivula,22,1340,115,114,86,98,114,119,103,103,106,97,77,63,49,30,23,16,21,6,0,0,Badulla,Meegahakivula,meegahakivula,Meegahakivula,Meegahakivula,1,1,AUTO_MATCH_OK,
Thaldena,23,1532,146,147,134,117,116,109,109,117,101,98,100,71,51,46,33,21,10,2,4,0,Badulla,Thaldena,thaldena,Thaldena,Thaldena,1,1,AUTO_MATCH_OK,
Kohana,23C,564,49,49,54,44,38,32,46,35,39,30,50,34,23,15,6,14,3,2,1,0,Badulla,Kohana,kohana,Kohana,Kohana,1,1,AUTO_MATCH_OK,
Ketawatta,21A,870,87,72,74,79,68,58,55,63,53,55,54,45,36,26,18,13,8,6,0,0,Badulla,Ketawatta,ketawatta,Ketawatta,Ketawatta,1,1,AUTO_MATCH_OK,
Morahela,21,556,52,47,42,51,56,43,39,35,33,43,33,36,12,10,10,5,5,4,0,0,Badulla,Morahela,morahela,Morahela,Morahela,1,1,AUTO_MATCH_OK,
Hunuketapitiya,23B,653,49,66,54,49,42,57,34,52,45,45,36,33,46,19,11,6,3,5,1,0,Badulla,Hunuketapitiya,hunuketapitiya,Hunuketapitiya,Hunuketapitiya,1,1,AUTO_MATCH_OK,
Mahakele,31F,1086,85,85,83,89,86,103,82,65,68,87,75,63,45,21,18,9,12,8,1,1,Badulla,Mahakele,mahakele,Mahakele,Mahakele,1,1,AUTO_MATCH_OK,
Baduluoya West,31A,987,82,87,81,77,69,67,84,75,67,78,58,61,35,17,16,11,13,6,2,1,Badulla,Baduluoya West,baduluoya west,Baduluoya West,Baduluoya West,1,1,AUTO_MATCH_OK,
Kandakepoo Ulpotha,31D,790,78,73,60,65,61,75,60,44,52,59,45,42,28,15,8,10,3,2,2,8,Badulla,Kandakepoo Ulpotha,kandakepoo ulpotha,Kandakepoo Ulpotha,Kandakepoo Ulpotha,1,1,AUTO_MATCH_OK,
Hevandana,31C,666,56,61,58,57,51,47,52,38,60,46,42,26,27,12,13,11,3,4,2,0,Badulla,Hevandana,hevandana,Hevandana,Hevandana,1,1,AUTO_MATCH_OK,
Mahathenna,30C,1004,105,92,70,82,80,93,97,59,73,66,59,48,32,22,11,10,1,0,1,3,Badulla,Mahathenna,mahathenna,Mahathenna,Mahathenna,3,1,AMBIGUOUS_DUPLICATE_NAME,mahathenna
Baduluoya East,30A,1831,147,136,166,187,138,140,139,131,123,132,104,109,67,36,34,25,11,1,1,4,Badulla,Baduluoya East,baduluoya east,Baduluoya East,Baduluoya East,1,1,AUTO_MATCH_OK,
Kandaketiya,31B,946,98,91,63,57,80,92,95,75,53,51,51,54,43,20,8,4,6,2,2,1,Badulla,Kandaketiya,kandaketiya,Kandaketiya,Kandaketiya,1,1,AUTO_MATCH_OK,
Welaoya,31E,768,66,48,57,67,91,52,66,41,44,58,56,48,39,11,9,7,5,2,1,0,Badulla,Welaoya,welaoya,Welaoya,Welaoya,1,1,AUTO_MATCH_OK,
Kivulegedara,31G,1222,136,105,95,98,74,88,93,96,95,75,78,68,46,18,23,16,12,1,1,4,Badulla,Kivulegedara,kivulegedara,Kivulegedara,Kivulegedara,1,1,AUTO_MATCH_OK,
Kirivehera,31H,1137,115,88,82,102,107,85,99,77,74,76,70,54,41,23,12,18,7,3,1,3,Badulla,Kirivehera,kirivehera,Kirivehera,Kirivehera,1,1,AUTO_MATCH_OK,
Wewathenna,30B,877,84,71,69,83,91,73,74,55,53,66,53,40,16,19,17,5,6,1,1,0,Badulla,Wewathenna,wewathenna,Wewathenna,Wewathenna,3,1,AMBIGUOUS_DUPLICATE_NAME,wewathenna
Maliyadda,30,1061,93,96,76,113,90,97,78,68,62,78,62,67,36,9,15,13,4,1,1,2,Badulla,Maliyadda,maliyadda,Maliyadda,Maliyadda,1,1,AUTO_MATCH_OK,
Pallewela,31,630,61,50,60,46,52,50,62,28,52,41,42,37,13,13,9,6,5,1,0,2,Badulla,Pallewela,pallewela,,,2,,UNMATCHED,pallewela
Mudagamuwa,32A,613,60,68,49,40,42,59,55,25,33,38,48,35,23,14,11,5,4,3,0,1,Badulla,Mudagamuwa,mudagamuwa,Mudagamuwa,Mudagamuwa,1,1,AUTO_MATCH_OK,
Dikkumbura,32B,649,70,50,52,70,55,45,42,37,43,45,39,33,28,17,9,9,3,1,1,0,Badulla,Dikkumbura,dikkumbura,Dikkumbura,Dikkumbura,1,1,AUTO_MATCH_OK,
Hapathgamuwa,32C,586,63,61,47,40,51,46,43,44,37,41,28,25,18,20,9,10,0,1,2,0,Badulla,Hapathgamuwa,hapathgamuwa,Hapathgamuwa,Hapathgamuwa,1,1,AUTO_MATCH_OK,
Bopitiya,33A,420,41,33,29,37,38,42,34,23,26,21,24,30,20,8,5,4,2,2,1,0,Badulla,Bopitiya,bopitiya,Bopitiya,Bopitiya,1,1,AUTO_MATCH_OK,
Bogahakumbura,33,763,72,69,65,58,59,65,63,50,43,45,36,45,42,22,8,11,6,3,0,1,Badulla,Bogahakumbura,bogahakumbura,,,2,,UNMATCHED,bogahakumbura
Beramada,35A,927,96,98,74,73,55,83,66,55,68,68,61,45,25,17,20,7,9,5,1,1,Badulla,Beramada,beramada,Beramada,Beramada,1,1,AUTO_MATCH_OK,
Godunna,32,685,48,59,55,50,44,56,62,44,45,54,51,34,35,14,7,12,12,1,1,1,Badulla,Godunna,godunna,Godunna,Godunna,1,1,AUTO_MATCH_OK,
Wasanagama,32D,467,44,43,50,33,27,27,53,26,29,25,32,27,25,9,6,7,4,0,0,0,Badulla,Wasanagama,wasanagama,Wasanagama,Wasanagama,1,1,AUTO_MATCH_OK,
Thetilla,35C,664,69,63,53,55,48,47,62,44,45,43,37,25,23,24,11,7,6,1,1,0,Badulla,Thetilla,thetilla,Thetilla,Thetilla,1,1,AUTO_MATCH_OK,
Thalakumbura,35E,854,85,71,90,63,64,63,66,55,46,60,50,51,36,25,16,9,4,0,0,0,Badulla,Thalakumbura,thalakumbura,Thalakumbura,Thalakumbura,1,1,AUTO_MATCH_OK,
Galauda,35,1230,116,112,117,124,80,80,80,80,90,89,81,57,33,39,20,17,11,1,3,0,Badulla,Galauda,galauda,Galauda,Galauda,1,1,AUTO_MATCH_OK,
Bokanoruwa,35B,1596,172,158,138,114,101,109,132,104,94,108,104,88,72,39,39,16,5,2,1,0,Badulla,Bokanoruwa,bokanoruwa,Bokanoruwa,Bokanoruwa,1,1,AUTO_MATCH_OK,
Narangala,35D,616,39,55,49,49,42,45,43,26,41,47,42,42,39,25,15,7,7,3,0,0,Badulla,Narangala,narangala,Narangala,Narangala,1,1,AUTO_MATCH_OK,
Idamepanguwa,34,348,29,35,29,29,27,23,27,21,19,25,23,21,7,11,7,7,4,2,2,0,Badulla,Idamepanguwa,idamepanguwa,Idamepanguwa,Idamepanguwa,1,1,AUTO_MATCH_OK,
Budugekanda,29A,467,34,54,40,37,35,26,25,29,33,24,38,29,22,18,10,3,5,4,0,1,Badulla,Budugekanda,budugekanda,Budugekanda,Budugekanda,1,1,AUTO_MATCH_OK,
Pallekanda,29B,424,50,50,29,36,45,21,36,25,25,23,26,20,13,7,7,5,3,1,1,1,Badulla,Pallekanda,pallekanda,Pallekanda,Pallekanda,1,1,AUTO_MATCH_OK,
Boliyadda,23A,956,91,103,74,77,66,72,67,71,70,64,68,36,43,19,14,12,8,0,1,0,Badulla,Boliyadda,boliyadda,Boliyadda,Boliyadda,1,1,AUTO_MATCH_OK,
Pathanegedara,24B,532,41,62,52,36,31,36,45,38,35,38,32,23,24,14,11,8,2,4,0,0,Badulla,Pathanegedara,pathanegedara,Pathanegedara,Pathanegedara,1,1,AUTO_MATCH_OK,
Egodawela,24,557,73,38,52,39,36,41,35,35,43,35,25,35,25,22,7,8,6,1,1,0,Badulla,Egodawela,egodawela,Egodawela,Egodawela,1,1,AUTO_MATCH_OK,
Wattekele,24A,287,22,17,18,15,25,27,20,20,13,10,16,26,19,14,8,7,4,6,0,0,Badulla,Wattekele,wattekele,Wattekele,Wattekele,1,1,AUTO_MATCH_OK,
Pussellawa,23AA,1218,81,87,87,72,76,110,127,112,136,91,83,53,40,33,14,8,6,1,1,0,Badulla,Pussellawa,pussellawa,Pussellawa,Pussellawa,1,1,AUTO_MATCH_OK,
Pussellakanda,28A,892,71,86,72,86,54,54,61,45,69,61,70,41,40,31,17,17,11,4,1,1,Badulla,Pussellakanda,pussellakanda,Pussellakanda,Pussellakanda,1,1,AUTO_MATCH_OK,
