area_name,gn_number,total,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_plus,district,gn_name_pop,name_norm,Name,gn_name_boundary,pop_name_count,bnd_name_count,match_status,final_boundary_name
Gawela,55C,2220,178,206,228,145,161,155,167,144,155,131,157,120,107,85,40,21,12,5,0,3,Badulla,Gawela,gawela,Gawela,Gawela,1,1,AUTO_MATCH_OK,
Pahamunuthota,55D,652,46,38,41,49,55,47,44,34,44,65,63,35,32,21,13,17,6,1,0,1,Badulla,Pahamunuthota,pahamunuthota,Pahamunuthota,Pahamunuthota,1,1,AUTO_MATCH_OK,
Neludanda,56D,899,87,83,63,75,63,76,63,53,60,55,83,53,33,19,14,12,5,1,0,1,Badulla,Neludanda,neludanda,Neludanda,Neludanda,1,1,AUTO_MATCH_OK,
Hinnarangolla,55E,1744,162,197,175,121,100,133,128,107,109,119,118,75,66,55,40,24,8,7,0,0,Badulla,Hinnarangolla,hinnarangolla,,,3,,UNMATCHED,hinnarangolla
Mugunumatha West,73C,2617,245,220,231,187,171,188,183,144,153,178,206,143,112,106,79,42,21,6,1,1,Badulla,Mugunumatha West,mugunumatha west,Mugunumatha West,Mugunumatha West,1,1,AUTO_MATCH_OK,
Mugunumatha East,73B,1385,128,121,115,84,104,88,117,72,82,96,97,92,62,59,33,23,6,5,0,1,Badulla,Mugunumatha East,mugunumatha east,Mugunumatha East,Mugunumatha East,1,1,AUTO_MATCH_OK,
Godegama,84B,964,91,88,82,89,60,53,64,62,62,79,56,48,46,38,26,13,4,0,0,3,Badulla,Godegama,godegama,Godegama,Godegama,1,1,AUTO_MATCH_OK,
Medagama,84,1765,139,165,161,157,114,94,106,104,150,136,116,86,74,59,47,29,19,4,3,2,Badulla,Medagama,medagama,Medagama,Medagama,1,1,AUTO_MATCH_OK,
Imbulgoda,82,2560,253,278,213,198,139,164,194,191,187,173,152,117,105,96,49,32,10,6,2,1,Badulla,Imbulgoda,imbulgoda,Imbulgoda,Imbulgoda,2,1,AMBIGUOUS_DUPLICATE_NAME,imbulgoda
Imbulgoda,82D,1980,166,199,188,153,124,104,137,113,118,156,146,94,88,86,54,30,15,4,5,0,Badulla,Imbulgoda,imbulgoda,Imbulgoda,Imbulgoda,2,1,AMBIGUOUS_DUPLICATE_NAME,imbulgoda
Kandana,86,2045,166,189,161,170,125,136,144,114,138,146,144,123,97,70,56,32,21,7,4,2,Badulla,Kandana,kandana,Kandana,Kandana,1,1,AUTO_MATCH_OK,
Bulathwatta,86A,924,74,80,85,66,56,72,61,58,53,64,69,55,41,37,21,16,7,3,3,3,Badulla,Bulathwatta,bulathwatta,Bulathwatta,Bulathwatta,1,1,AUTO_MATCH_OK,
Springvalley Estate,86B,1626,176,153,158,141,95,117,102,83,101,107,105,99,64,47,40,16,15,5,2,0,Badulla,Springvalley Estate,springvalley estate,Springvalley Estate,Springvalley Estate,1,1,AUTO_MATCH_OK,
Springvalley,85B,779,62,63,60,60,49,48,48,48,56,42,57,55,43,37,27,17,5,0,2,0,Badulla,Springvalley,springvalley,Springvalley,Springvalley,1,1,AUTO_MATCH_OK,
Beddegama,85,1354,111,126,115,97,89,89,79,74,93,88,117,89,78,41,33,17,5,11,1,1,Badulla,Beddegama,beddegama,Beddegama,Beddegama,1,1,AUTO_MATCH_OK,
Wewelhinna,85A,2446,229,247,190,205,143,191,171,141,163,167,180,132,98,72,55,26,20,12,2,2,Badulla,Wewelhinna,wewelhinna,Wewelhinna,Wewelhinna,1,1,AUTO_MATCH_OK,
Uduwara,73,1865,167,190,164,146,124,117,122,107,112,130,136,100,101,59,40,22,19,5,2,2,Badulla,Uduwara,uduwara,Uduwara,Uduwara,1,1,AUTO_MATCH_OK,
Hapuwalakumbura,73A,2165,216,234,203,158,113,127,183,163,133,130,127,120,95,71,42,28,12,6,3,1,Badulla,Hapuwalakumbura,hapuwalakumbura,Hapuwalakumbura,Hapuwalakumbura,1,1,AUTO_MATCH_OK,
Kirinda,73D,1542,151,139,116,115,120,128,111,108,105,96,88,80,67,50,32,18,10,5,2,1,Badulla,Kirinda,kirinda,,,2,,UNMATCHED,kirinda
Morethota,56A,2682,285,259,270,204,185,185,188,157,166,183,175,117,103,91,60,36,15,1,2,0,Badulla,Morethota,morethota,Morethota,Morethota,1,1,AUTO_MATCH_OK,
Uva Mahawela,56B,1295,91,112,113,109,85,78,89,81,99,99,81,71,57,54,36,19,15,2,2,2,Badulla,Uva Mahawela,uva mahawela,Uva Mahawela,Uva Mahawela,1,1,AUTO_MATCH_OK,
Etampitiya,55,1941,170,174,180,151,123,129,147,120,132,136,121,93,88,65,50,40,16,4,0,2,Badulla,Etampitiya,etampitiya,Etampitiya,Etampitiya,1,1,AUTO_MATCH_OK,
Pallegama,55A,1004,69,70,61,80,63,67,74,60,65,77,83,82,50,40,27,21,8,2,2,3,Badulla,Pallegama,pallegama,,,2,,UNMATCHED,pallegama
Dehivinna,56,1668,135,151,145,111,120,98,105,127,150,117,110,106,61,43,35,38,11,3,1,1,Badulla,Dehivinna,dehivinna,Dehivinna,Dehivinna,1,1,AUTO_MATCH_OK,
Niliathugoda,56E,1188,94,105,97,87,97,105,62,72,73,81,103,67,44,49,27,11,9,1,1,3,Badulla,Niliathugoda,niliathugoda,Niliathugoda,Niliathugoda,1,1,AUTO_MATCH_OK,
Neluwa,56C,2012,201,184,144,137,138,158,141,107,117,138,147,134,102,63,52,24,16,7,0,2,Badulla,Neluwa,neluwa,Neluwa,Neluwa,1,1,AUTO_MATCH_OK,
Kudumahuwela,57D,742,68,60,77,50,39,55,50,48,57,41,53,57,30,25,17,3,8,3,1,0,Badulla,Kudumahuwela,kudumahuwela,Kudumahuwela,Kudumahuwela,1,1,AUTO_MATCH_OK,
Wepassawela,57B,1256,84,93,121,120,88,77,68,76,90,87,99,78,61,43,29,20,10,7,3,2,Badulla,Wepassawela,wepassawela,Wepassawela,Wepassawela,1,1,AUTO_MATCH_OK,
Maligathenna,57H,2209,187,194,185,198,134,173,158,118,143,143,154,116,121,66,57,39,11,5,2,5,Badulla,Maligathenna,maligathenna,,,3,,UNMATCHED,maligathenna
Perahettiya,57A,1468,139,141,133,122,101,110,91,90,123,110,87,55,45,53,32,13,17,4,0,2,Badulla,Perahettiya,perahettiya,Perahettiya,Perahettiya,1,1,AUTO_MATCH_OK,
Katugaha,57F,1291,102,120,105,99,77,68,89,90,88,100,89,73,59,46,45,29,7,2,1,2,Badulla,Katugaha,katugaha,Katugaha,Katugaha,1,1,AUTO_MATCH_OK,
Mahathenna,57E,1808,166,156,132,141,139,164,126,101,100,138,126,104,81,58,42,22,6,6,0,0,Badulla,Mahathenna,mahathenna,Mahathenna,Mahathenna,3,1,AMBIGUOUS_DUPLICATE_NAME,mahathenna
Malitta,57,1408,132,136,119,108,94,91,96,103,98,109,88,81,49,49,27,16,5,1,2,4,Badulla,Malitta,malitta,Malitta,Malitta,1,1,AUTO_MATCH_OK,
Kurukude,57C,1726,140,119,135,135,131,131,121,112,134,115,123,112,67,55,33,33,17,6,1,6,Badulla,Kurukude,kurukude,Kurukude,Kurukude,1,1,AUTO_MATCH_OK,
Warakadanda,57G,1217,116,109,130,80,69,103,88,88,75,52,66,71,60,48,28,18,9,2,4,1,Badulla,Warakadanda,warakadanda,Warakadanda,Warakadanda,1,1,AUTO_MATCH_OK,
Yalagamuwa,37E,847,71,75,77,62,50,41,58,51,57,69,63,46,38,36,23,13,8,5,4,0,Badulla,Yalagamuwa,yalagamuwa,Yalagamuwa,Yalagamuwa,1,1,AUTO_MATCH_OK,
Ritikumbura,37F,861,71,82,67,69,62,57,53,49,62,66,56,43,30,38,20,18,13,4,0,1,Badulla,Ritikumbura,ritikumbura,Ritikumbura,Ritikumbura,1,1,AUTO_MATCH_OK,
Wethalawa,37A,687,55,64,61,49,41,30,35,48,49,44,47,39,43,24,21,14,9,6,5,3,Badulla,Wethalawa,wethalawa,Wethalawa,Wethalawa,1,1,AUTO_MATCH_OK,
Maspanna,37,654,55,46,56,51,39,43,49,49,38,30,46,39,29,24,27,22,7,3,0,1,Badulla,Maspanna,maspanna,Maspanna,Maspanna,1,1,AUTO_MATCH_OK,
Kohilegama,37C,592,64,60,61,42,25,35,44,36,46,41,35,23,25,15,13,11,3,5,0,8,Badulla,Kohilegama,kohilegama,Kohilegama,Kohilegama,1,1,AUTO_MATCH_OK,
Ellanda,37D,588,67,75,33,23,34,48,49,41,28,38,37,35,24,30,12,11,2,1,0,0,Badulla,Ellanda,ellanda,,,2,,UNMATCHED,ellanda
Kindigoda,37B,484,31,40,56,45,23,26,17,24,38,35,41,29,22,20,17,10,7,3,0,0,Badulla,Kindigoda,kindigoda,Kindigoda,Kindigoda,1,1,AUTO_MATCH_OK,
Hathkinda,38B,510,58,47,35,33,19,31,43,34,42,25,28,40,25,22,11,7,5,3,2,0,Badulla,Hathkinda,hathkinda,Hathkinda,Hathkinda,1,1,AUTO_MATCH_OK,
Dimbulana,38A,920,74,86,77,74,52,44,61,60,62,60,69,59,45,31,21,27,10,8,0,0,Badulla,Dimbulana,dimbulana,Dimbulana,Dimbulana,1,1,AUTO_MATCH_OK,
Ilukwela,38D,1125,95,74,84,100,75,74,80,60,64,83,93,68,59,39,27,31,12,5,0,2,Badulla,Ilukwela,ilukwela,Ilukwela,Ilukwela,1,1,AUTO_MATCH_OK,
Gampaha,38C,1434,165,150,140,92,62,122,129,73,90,80,88,83,79,38,21,13,4,2,1,2,Badulla,Gampaha,gampaha,,,2,,UNMATCHED,gampaha
Wewegama,38,571,38,48,48,56,27,31,27,37,46,38,51,36,28,21,14,14,6,4,0,1,Badulla,Wewegama,wewegama,Wewegama,Wewegama,1,1,AUTO_MATCH_OK,
Kerklis,38E,1594,160,181,142,106,97,120,133,106,85,94,97,75,77,58,29,23,6,5,0,0,Badulla,Kerklis,kerklis,Kerklis,Kerklis,1,1,AUTO_MATCH_OK,
Malwattegama,39A,800,47,68,79,60,28,52,60,67,56,52,50,51,47,26,19,22,15,0,0,1,Badulla,Malwattegama,malwattegama,Malwattegama,Malwattegama,1,1,AUTO_MATCH_OK,
Medipokuna,39B,737,56,67,60,57,37,57,47,46,47,69,51,44,40,19,16,10,10,2,1,1,Badulla,Medipokuna,medipokuna,Medipokuna,Medipokuna,1,1,AUTO_MATCH_OK,
Thuppitiya,40,717,56,70,55,57,50,40,54,51,67,48,49,44,25,21,12,11,5,0,1,1,Badulla,Thuppitiya,thuppitiya,Thuppitiya,Thuppitiya,1,1,AUTO_MATCH_OK,
Panagoda,40A,686,68,61,54,51,37,48,61,54,43,47,48,36,30,17,13,9,5,2,2,0,Badulla,Panagoda,panagoda,Panagoda,Panagoda,1,1,AUTO_MATCH_OK,
Pitiyakumbura,39C,1308,112,128,130,105,61,94,94,94,105,83,63,68,53,51,29,17,11,6,2,2,Badulla,Pitiyakumbura,pitiyakumbura,Pitiyakumbura,Pitiyakumbura,1,1,AUTO_MATCH_OK,
Bambarapana,39,1181,95,107,101,76,66,74,75,83,71,83,99,58,60,61,30,19,10,7,2,4,Badulla,Bambarapana,bambarapana,Bambarapana,Bambarapana,1,1,AUTO_MATCH_OK,
Alagolla,42B,2550,263,254,231,169,177,213,224,147,137,158,147,132,105,76,61,35,7,6,3,5,Badulla,Alagolla,alagolla,Alagolla,Alagolla,1,1,AUTO_MATCH_OK,
Voldemar,43G,1594,165,156,156,99,84,128,127,98,97,91,116,78,69,55,34,19,14,3,2,3,Badulla,Voldemar,voldemar,Voldemar,Voldemar,1,1,AUTO_MATCH_OK,
Thawalampola,43A,692,43,68,62,48,45,42,42,53,58,47,46,44,32,27,9,12,8,2,2,2,Badulla,Thawalampola,thawalampola,Thawalampola,Thawalampola,1,1,AUTO_MATCH_OK,
Kodakumbura,43F,1212,108,87,112,96,89,97,102,68,71,95,78,58,48,46,20,16,13,5,1,2,Badulla,Kodakumbura,kodakumbura,Kodakumbura,Kodakumbura,1,1,AUTO_MATCH_OK,
Koradekumbura,44C,944,77,90,95,71,35,62,77,78,78,72,53,48,40,32,17,12,3,2,1,1,Badulla,Koradekumbura,koradekumbura,Koradekumbura,Koradekumbura,1,1,AUTO_MATCH_OK,
Malapolagama,44A,992,70,83,78,80,83,75,67,80,64,87,77,56,33,23,14,13,6,3,0,0,Badulla,Malapolagama,malapolagama,Malapolagama,Malapolagama,1,1,AUTO_MATCH_OK,
Welamedagama,44B,440,38,48,27,25,18,33,30,40,28,42,23,21,26,22,12,4,1,2,0,0,Badulla,Welamedagama,welamedagama,Welamedagama,Welamedagama,1,1,AUTO_MATCH_OK,
Uduhawara,44,1036,66,105,80,51,52,59,66,94,93,69,71,57,48,50,40,23,9,1,1,1,Badulla,Uduhawara,uduhawara,Uduhawara,Uduhawara,1,1,AUTO_MATCH_OK,
Hangunnawa,43B,1066,80,115,106,81,37,76,85,85,79,58,64,46,51,40,32,11,13,6,0,1,Badulla,Hangunnawa,hangunnawa,Hangunnawa,Hangunnawa,1,1,AUTO_MATCH_OK,
Ranhawadigama,43E,1028,87,98,87,90,69,67,87,59,74,64,78,59,38,27,18,13,4,5,2,2,Badulla,Ranhawadigama,ranhawadigama,Ranhawadigama,Ranhawadigama,1,1,AUTO_MATCH_OK,
Idamegama,43C,809,59,75,71,57,40,45,45,70,82,60,46,40,37,38,16,17,5,6,0,0,Badulla,Idamegama,idamegama,,,4,,UNMATCHED,idamegama
Paranagama,43,1131,75,83,95,95,62,69,91,90,83,75,63,61,65,30,40,27,15,9,3,0,Badulla,Paranagama,paranagama,Paranagama,Paranagama,1,1,AUTO_MATCH_OK,
Mudanawa,43D,381,30,26,26,24,16,24,26,34,25,25,37,28,26,15,11,4,3,1,0,0,Badulla,Mudanawa,mudanawa,Mudanawa,Mudanawa,1,1,AUTO_MATCH_OK,
Sapugolla,42,1703,123,131,127,167,90,100,89,114,127,136,112,102,79,71,49,51,17,10,4,4,Badulla,Sapugolla,sapugolla,Sapugolla,Sapugolla,1,1,AUTO_MATCH_OK,
Ethkandawaka,42A,1173,70,81,105,86,73,84,74,84,79,86,95,63,46,49,37,34,14,6,6,1,Badulla,Ethkandawaka,ethkandawaka,Ethkandawaka,Ethkandawaka,1,1,AUTO_MATCH_OK,
Kirawanagama,41,979,70,62,93,58,59,77,60,66,62,82,69,64,56,38,26,20,11,5,0,1,Badulla,Kirawanagama,kirawanagama,,,2,,UNMATCHED,kirawanagama
Beraliyapola,41E,855,60,65,89,69,53,53,61,45,53,76,63,61,35,25,16,14,8,4,1,4,Badulla,Beraliyapola,beraliyapola,Beraliyapola,Beraliyapola,1,1,AUTO_MATCH_OK,
Pannalawela,41A,1048,75,92,85,97,70,68,72,83,59,64,84,52,43,39,24,23,14,1,2,1,Badulla,Pannalawela,pannalawela,Pannalawela,Pannalawela,1,1,AUTO_MATCH_OK,
Rahupola,41D,838,66,86,67,65,61,50,65,68,49,52,47,54,36,25,19,16,6,3,2,1,Badulla,Rahupola,rahupola,Rahupola,Rahupola,1,1,AUTO_MATCH_OK,
Udaperuwa,54,827,54,44,52,84,50,47,76,50,65,48,45,39,45,19,25,29,14,26,10,5,Badulla,Udaperuwa,udaperuwa,,,2,,UNMATCHED,udaperuwa
Weliulla,54A,1008,70,74,84,77,77,64,62,80,86,76,63,67,45,35,19,12,12,5,0,0,Badulla,Weliulla,weliulla,Weliulla,Weliulla,1,1,AUTO_MATCH_OK,
Metiwalalanda,53,1461,111,125,109,107,97,116,111,115,92,112,94,80,67,43,21,34,12,10,1,4,Badulla,Metiwalalanda,metiwalalanda,Metiwalalanda,Metiwalalanda,1,1,AUTO_MATCH_OK,
Unapana,41C,505,40,51,43,38,38,41,45,38,25,34,37,23,26,15,7,2,0,2,0,0,Badulla,Unapana,unapana,Unapana,Unapana,1,1,AUTO_MATCH_OK,
Lunuwatta,41B,1840,176,156,129,118,118,153,159,140,115,105,127,108,94,49,38,30,16,8,0,1,Badulla,Lunuwatta,lunuwatta,Lunuwatta,Lunuwatta,1,1,AUTO_MATCH_OK,
Pallewela,45D,1285,115,108,113,108,72,67,89,89,109,96,94,67,45,42,34,19,8,5,2,3,Badulla,Pallewela,pallewela,,,2,,UNMATCHED,pallewela
Busdulla,45A,1015,69,61,79,93,60,59,67,66,74,73,72,62,45,38,32,38,11,10,1,5,Badulla,Busdulla,busdulla,Busdulla,Busdulla,1,1,AUTO_MATCH_OK,
Kurundugolla,45C,917,70,71,73,94,46,44,54,66,76,74,64,50,38,32,28,14,13,5,4,1,Badulla,Kurundugolla,kurundugolla,Kurundugolla,Kurundugolla,1,1,AUTO_MATCH_OK,
Ambagasdowa,47A,1940,143,165,164,159,131,115,132,132,159,128,124,105,94,58,62,39,26,2,1,1,Badulla,Ambagasdowa,ambagasdowa,,,2,,UNMATCHED,ambagasdowa
Pannalagama,47F,1351,99,127,113,103,76,97,89,86,116,102,95,70,59,38,43,23,10,2,2,1,Badulla,Pannalagama,pannalagama,Pannalagama,Pannalagama,1,1,AUTO_MATCH_OK,
Uma Ela,47,1764,141,157,149,148,102,120,121,115,119,121,124,107,63,60,47,33,18,13,4,2,Badulla,Uma Ela,uma ela,Uma Ela,Uma Ela,1,1,AUTO_MATCH_OK,
Karagahaulpatha,46C,1372,91,125,129,106,88,85,84,90,104,104,95,97,64,50,31,16,8,4,1,0,Badulla,Karagahaulpatha,karagahaulpatha,Karagahaulpatha,Karagahaulpatha,1,1,AUTO_MATCH_OK,
Medawela,46A,1991,153,174,191,161,113,109,117,156,146,167,128,108,86,67,53,40,10,4,0,8,Badulla,Medawela,medawela,,,2,,UNMATCHED,medawela
Perawella,46,1803,132,150,176,145,91,95,119,155,142,106,113,114,90,58,43,43,12,10,1,8,Badulla,Perawella,perawella,Perawella,Perawella,1,1,AUTO_MATCH_OK,
Galahagama,46B,1994,149,194,170,170,157,159,136,151,156,131,129,104,70,52,34,15,8,4,1,4,Badulla,Galahagama,galahagama,Galahagama,Galahagama,1,1,AUTO_MATCH_OK,
Medagodagama,46D,1236,104,99,123,112,86,91,81,82,113,98,72,54,42,35,18,13,6,4,0,3,Badulla,Medagodagama,medagodagama,Medagodagama,Medagodagama,1,1,AUTO_MATCH_OK,
Thelhawadigama,46E,1004,73,94,104,80,70,64,73,80,85,72,69,48,30,39,11,8,1,2,1,0,Badulla,Thelhawadigama,thelhawadigama,Thelhawadigama,Thelhawadigama,1,1,AUTO_MATCH_OK,
Ketagoda,47E,1677,132,126,154,141,95,90,98,145,126,142,102,90,69,64,40,35,16,6,2,4,Badulla,Ketagoda,ketagoda,Ketagoda,Ketagoda,1,1,AUTO_MATCH_OK,
Dangamuwa,47B,977,83,95,78,72,52,66,71,70,76,76,64,56,42,30,23,13,4,5,0,1,Badulla,Dangamuwa,dangamuwa,Dangamuwa,Dangamuwa,1,1,AUTO_MATCH_OK,
Rathamba,47C,1743,173,169,168,160,121,119,116,121,126,133,89,78,62,39,36,22,10,1,0,0,Badulla,Rathamba,rathamba,Rathamba,Rathamba,1,1,AUTO_MATCH_OK,
Kumarapattiya,45,2009,169,196,164,167,132,142,147,154,144,140,113,99,78,62,39,32,19,7,3,2,Badulla,Kumarapattiya,kumarapattiya,Kumarapattiya,Kumarapattiya,1,1,AUTO_MATCH_OK,
Balagala,45B,1509,116,112,118,162,131,123,89,70,112,116,113,86,56,43,21,21,16,2,1,1,Badulla,Balagala,balagala,Balagala,Balagala,1,1,AUTO_MATCH_OK,
Downside,53G,855,87,76,90,70,74,53,81,48,51,57,56,34,30,26,12,6,1,3,0,0,Badulla,Downside,downside,Downside,Downside,1,1,AUTO_MATCH_OK,
Kendagolla,53D,1188,91,100,108,91,92,81,78,93,82,84,76,71,61,44,17,9,4,4,2,0,Badulla,Kendagolla,kendagolla,,,2,,UNMATCHED,kendagolla
Yahala Arawa,53C,1122,86,96,92,73,105,78,92,67,76,84,87,64,40,39,18,17,4,4,0,0,Badulla,Yahala Arawa,yahala arawa,Yahala Arawa,Yahala Arawa,1,1,AUTO_MATCH_OK,
Ulugala,53B,498,47,54,48,41,39,36,28,30,31,29,38,22,21,13,12,6,2,1,0,0,Badulla,Ulugala,ulugala,Ulugala,Ulugala,1,1,AUTO_MATCH_OK,
Hangiliella,53A,818,77,56,69,67,72,61,61,45,62,54,52,60,28,16,17,9,6,3,1,2,Badulla,Hangiliella,hangiliella,Hangiliella,Hangiliella,1,1,AUTO_MATCH_OK,
Kotawera Udagama,53E,1879,149,152,137,170,130,124,134,122,126,134,125,94,81,71,59,31,27,7,4,2,Badulla,Kotawera Udagama,kotawera udagama,Kotawera Udagama,Kotawera Udagama,1,1,AUTO_MATCH_OK,
Kotawera Pahalagama,53F,1412,106,118,134,130,101,82,106,86,90,90,104,64,66,52,35,27,12,8,0,1,Badulla,Kotawera Pahalagama,kotawera pahalagama,Kotawera Pahalagama,Kotawera Pahalagama,1,1,AUTO_MATCH_OK,
Daragala,47D,2231,223,224,213,185,177,157,170,128,159,151,137,104,78,53,38,21,9,3,1,0,Badulla,Daragala,daragala,Daragala,Daragala,1,1,AUTO_MATCH_OK,
Alakolagala,49D,2410,249,238,208,203,197,200,189,155,154,134,149,102,95,64,39,21,11,2,0,0,Badulla,Alakolagala,alakolagala,,,2,,UNMATCHED,alakolagala
Hulankapolla,49C,2309,251,285,223,198,161,157,167,151,153,163,116,95,79,55,32,16,4,3,0,0,Badulla,Hulankapolla,hulankapolla,Hulankapolla,Hulankapolla,1,1,AUTO_MATCH_OK,
Silmiyapura,49B,1691,155,210,175,157,132,109,104,108,116,112,98,88,59,26,22,10,6,4,0,0,Badulla,Silmiyapura,silmiyapura,Silmiyapura,Silmiyapura,1,1,AUTO_MATCH_OK,
Boragas,49A,3026,306,298,304,283,262,180,222,189,182,195,182,145,111,76,43,29,14,3,1,1,Badulla,Boragas,boragas,Boragas,Boragas,1,1,AUTO_MATCH_OK,
Vidurupola,49,2306,193,181,181,178,180,162,162,161,174,177,153,112,106,78,47,29,19,6,2,5,Badulla,Vidurupola,vidurupola,Vidurupola,Vidurupola,1,1,AUTO_MATCH_OK,
Gavarammana,49E,1887,126,160,159,170,142,119,135,109,127,147,148,121,88,42,36,33,16,5,3,1,Badulla,Gavarammana,gavarammana,Gavarammana,Gavarammana,1,1,AUTO_MATCH_OK,
Palugama Town,50,1850,123,145,167,213,109,112,128,114,154,142,120,88,75,54,52,24,17,9,0,4,Badulla,Palugama Town,palugama town,Palugama Town,Palugama Town,1,1,AUTO_MATCH_OK,
Puranwela,50I,1768,136,171,150,145,97,129,141,133,129,125,124,85,71,52,34,33,7,5,0,1,Badulla,Puranwela,puranwela,Puranwela,Puranwela,1,1,AUTO_MATCH_OK,
Girambe,48B,1574,131,150,140,119,94,98,114,107,142,121,123,66,61,51,20,19,13,4,1,0,Badulla,Girambe,girambe,Girambe,Girambe,1,1,AUTO_MATCH_OK,
Divurumgama,48A,1524,142,140,108,111,86,103,128,116,97,82,104,103,85,67,24,20,5,3,0,0,Badulla,Divurumgama,divurumgama,Divurumgama,Divurumgama,1,1,AUTO_MATCH_OK,
Palugama Ella,50C,1272,81,96,95,102,84,79,85,92,101,104,76,75,54,45,38,30,15,15,1,4,Badulla,Palugama Ella,palugama ella,Palugama Ella,Palugama Ella,1,1,AUTO_MATCH_OK,
Welimada Watta,48C,806,87,87,62,78,78,71,60,50,46,47,46,30,27,22,9,4,2,0,0,0,Badulla,Welimada Watta,welimada watta,Welimada Watta,Welimada Watta,1,1,AUTO_MATCH_OK,
Ambagahakumbura,48,2049,136,153,158,173,140,142,156,137,141,162,166,112,92,67,50,37,12,9,2,4,Badulla,Ambagahakumbura,ambagahakumbura,Ambagahakumbura,Ambagahakumbura,1,1,AUTO_MATCH_OK,
Dimuthugama,50H,2078,184,187,150,163,140,143,198,153,123,102,122,140,109,77,38,29,10,6,2,2,Badulla,Dimuthugama,dimuthugama,Dimuthugama,Dimuthugama,1,1,AUTO_MATCH_OK,
Welimada Town,52A,2051,168,183,176,184,159,155,140,142,133,160,117,110,89,52,39,32,9,1,0,2,Badulla,Welimada Town,welimada town,Welimada Town,Welimada Town,1,1,AUTO_MATCH_OK,
Landegama,52B,1736,161,190,127,151,110,127,125,118,116,133,120,90,75,44,24,17,3,3,0,2,Badulla,Landegama,landegama,Landegama,Landegama,1,1,AUTO_MATCH_OK,
Divithotawela,59D,1863,146,165,186,178,114,114,120,122,166,141,132,88,56,53,38,30,10,4,0,0,Badulla,Divithotawela,divithotawela,Divithotawela,Divithotawela,1,1,AUTO_MATCH_OK,
Puhulpola,58B,1033,90,98,71,81,57,77,57,81,82,59,61,63,38,34,40,23,12,4,4,1,Badulla,Puhulpola,puhulpola,Puhulpola,Puhulpola,1,1,AUTO_MATCH_OK,
Dikkapitiya,58,789,60,65,58,60,44,54,45,59,58,74,55,56,34,23,13,15,7,8,0,1,Badulla,Dikkapitiya,dikkapitiya,Dikkapitiya,Dikkapitiya,1,1,AUTO_MATCH_OK,
Koskanuwegama,58C,797,59,56,68,67,52,48,56,59,54,65,42,61,42,25,17,13,10,3,0,0,Badulla,Koskanuwegama,koskanuwegama,Koskanuwegama,Koskanuwegama,1,1,AUTO_MATCH_OK,
Dayaraba Watta,58D,2474,240,281,264,179,141,176,196,150,153,155,153,123,107,76,35,30,12,3,0,0,Badulla,Dayaraba Watta,dayaraba watta,Dayaraba Watta,Dayaraba Watta,1,1,AUTO_MATCH_OK,
Ketakella,58A,521,40,44,41,64,34,28,27,35,34,36,40,36,24,14,9,11,4,0,0,0,Badulla,Ketakella,ketakella,Ketakella,Ketakella,1,1,AUTO_MATCH_OK,
Yalpathwela,59B,1452,130,118,128,126,110,85,104,90,114,94,101,71,59,47,29,26,11,5,1,3,Badulla,Yalpathwela,yalpathwela,Yalpathwela,Yalpathwela,1,1,AUTO_MATCH_OK,
Dambavinna,59A,2447,208,213,232,205,213,186,189,148,169,157,178,129,87,59,39,20,7,2,3,3,Badulla,Dambavinna,dambavinna,Dambavinna,Dambavinna,1,1,AUTO_MATCH_OK,
Kabillegama,52D,1602,151,153,150,125,107,111,109,124,125,106,86,73,73,38,33,21,10,3,0,4,Badulla,Kabillegama,kabillegama,Kabillegama,Kabillegama,1,1,AUTO_MATCH_OK,
Idamegama,51B,1689,139,123,144,135,100,111,114,109,119,147,117,87,80,64,45,25,18,9,0,3,Badulla,Idamegama,idamegama,,,4,,UNMATCHED,idamegama
Erabadda,50E,1206,83,90,99,106,94,77,79,73,95,94,87,59,54,37,22,17,25,9,3,3,Badulla,Erabadda,erabadda,Erabadda,Erabadda,1,1,AUTO_MATCH_OK,
Keppetipola,50D,1433,106,131,141,132,71,91,86,101,128,105,105,70,51,50,30,17,10,4,0,4,Badulla,Keppetipola,keppetipola,Keppetipola,Keppetipola,1,1,AUTO_MATCH_OK,
Hewanakumbura,50F,1036,86,109,62,77,56,68,78,83,86,66,69,49,52,46,17,16,7,3,3,3,Badulla,Hewanakumbura,hewanakumbura,Hewanakumbura,Hewanakumbura,1,1,AUTO_MATCH_OK,
Ambewela,50A,2292,246,242,209,152,156,205,189,158,150,113,117,94,97,78,37,27,10,2,3,7,Badulla,Ambewela,ambewela,Ambewela,Ambewela,1,1,AUTO_MATCH_OK,
Himbiliyagolla,50G,652,50,64,51,52,26,31,50,52,54,50,49,39,24,20,19,10,6,2,1,2,Badulla,Himbiliyagolla,himbiliyagolla,Himbiliyagolla,Himbiliyagolla,1,1,AUTO_MATCH_OK,
Thennakonwela,50B,1270,92,95,105,115,76,73,82,90,104,85,99,72,69,41,24,28,11,6,1,2,Badulla,Thennakonwela,thennakonwela,Thennakonwela,Thennakonwela,1,1,AUTO_MATCH_OK,
