GN_code,Name,dist_to_nearest_hospital_km,nearest_hospital_id,dist_to_nearest_school_km,nearest_school_id
271,Neluwa,3.284293049220048,1819855346,2.1906358725430857,6815543140
272,Dehivinna,2.136687403489727,1819855346,2.023723041761456,5304277934
273,Kudumahuwela,2.685632442956362,1819855346,1.4399701651086925,5304277933
274,Wepassawela,3.3623064005870233,1819855346,0.8279668714287488,5304277933
275,Marangahawela,10.06315440229275,3874862041,4.583956976463265,5632183375
276,Kurukude,5.212264255622748,2905118777,2.8711754729528374,1819855544
277,Mapakadawewa,5.2978993429524195,8637057563,0.14319412115944638,4561229190
278,Madhuragama,1.1197759438464383,11425573259,1.115773689143661,5573272529
279,Kelipanawela,2.901318983641597,9608017983,7.107542280248374,1993203439
280,Gemunupura,7.097909822202878,8637057563,4.40259356104021,1974709638
281,Senevigama,7.877773948075488,8637057563,4.586351052346796,1974709638
282,Keselpotha South,10.294508302544928,5400935336,7.410514603154691,5578246161
283,Dikkendayaya,7.852766508892362,5400935336,4.576281304881258,4561229190
284,Kandubedda,13.7568520309007,5400935336,9.830912179338817,5578246161
285,Kuralewela,5.936584758275223,5400935336,10.268030482138544,4561229190
286,Keselpotha North,12.34913261179002,8637057563,5.1374014479173065,5578246161
287,Orubendiwewa,9.64292666694532,1974694453,3.6839560273257272,5578246161
288,Sangabopura,8.26036467630586,1974694453,4.862744351405399,1974709638
289,Wewathanna2,8.824602679100908,3778409802,6.376882538000182,2902114409
290,Yahalewela,1.8770291247236774,11425573259,1.4911126025287171,13457718001
291,Wewekele,5.825702900463923,1945644723,2.757835750115736,5599326514
292,Badulupitiya,0.42882341586678846,3298298275,0.2849695058524558,2078653445
293,Aggalaulpatha,8.918998514778693,3778409802,1.7342878937994342,2902110870
294,Bibilegama West,5.46167525167583,1945644723,3.4384765246390834,5599326514
295,Perahettiya,4.548342335324932,1819855346,1.091359264022816,9772759650
296,Girandurukotte,3.678996770948531,4265986683,7.551646210880349,5578246161
297,Narangala,7.281901997892099,13084509423,5.587286250312064,5398371669
298,Polgaha Arawa,9.990950818945254,3778409802,4.490650650171196,2902114409
299,Dambethenna,0.4288191756476855,1993203085,0.4860559705739063,12581444307
300,Pahala Kadurugamuwa,1.7654686967251734,1818771616,0.9252761954430723,6558184526
301,Polwatta,9.867163203243932,3778409802,5.195740539692944,2902114409
302,Roberiya,10.433336085120986,9916792559,7.953627822375758,2902114409
303,Meegahakivula,7.718105314205334,3778409802,0.3214663462381661,2902110870
304,Weerakongama,7.283108736880769,3874862041,4.173706548830152,5632183375
305,Poonagala,4.6263145112495065,1993203085,4.047041079700048,1993203096
306,Beddearawa,1.8954668178146246,11425549204,3.1144945466530136,1993203096
307,Medawela1,8.413177960195465,13569933830,3.0160459494778706,1712897670
308,Rathkarawwa,2.7352246695635998,10110608400,2.8503686644694106,1821277179
309,Nayabedda Estate,2.346265708684776,1993203085,2.2653929568191358,12581444307
310,Beddekumbura,3.4407539368654203,1993203085,1.6809028963552126,6458271736
311,Kahagolla,1.7165120885661853,1818771616,0.7639199107837826,6458271736
312,Bingethenna,1.611798104336899,1818771616,1.3648207205077956,6458271736
313,Liyangahawela Watta,2.707265487742943,11425549204,2.5519922944622517,1993203096
314,Darahitawanagoda,3.183871783644081,1993203085,1.8389399279555232,3596023117
315,Liyangahawela,1.225367398556034,11425549204,3.4526755588345326,3596023117
316,Mahaulpatha,3.7422534516507553,11425549204,1.0694152474259284,3596023117
317,Aluthwela,2.723471208667853,1818771616,1.3790396912507037,6558184526
318,Ambadandegama,2.194053003238863,11425549204,5.45513235249304,1993203096
319,Creig Watta,2.776421816897153,11425549204,2.275727364916573,3596023117
320,Rahangala,0.7973852448185967,5124245208,0.9309348031225424,1821277179
321,Kinigama,3.342823396572278,11425549204,0.561189921237652,3596023117
322,Ranjallawa,2.7526924810026623,1818771616,1.237279664512581,6458271736
323,Diyathalawa,1.2624400936882803,1818771616,1.579720641454878,6558184526
324,Thanthiriya,4.062419800799872,11425549204,0.4175173056742126,3596023117
325,Boralanda,0.7310103411161147,5124245208,0.7927343505717994,1821277179
326,Ohiya,3.7651823871888936,3874862041,4.326133837674477,3874858928
327,Wangiyakumbura,1.6317376532726129,3874862041,1.9289589496362702,3874858928
328,Ellagama,2.7895072969311325,1818771616,2.507795902878318,6558184526
329,Bandarawela East,4.704060937486928,1818771616,0.23835254123572244,1819858023
330,Weheragalathenna,1.6258081211211057,11425549204,2.7806706941859582,4999523726
331,Kebillewela North,4.817865250607058,11425549204,0.7070639071826407,2522165200
