area_name,gn_number,total,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_plus,district,gn_name_pop,name_norm,Name,gn_name_boundary,pop_name_count,bnd_name_count,match_status,final_boundary_name,children,working,elderly,p_children,p_working,p_elderly_60plus,dependency_ratio,preschool,primary,junior_secondary,senior_secondary_plus,total_school_age,working_age_15_59,p_preschool,p_primary,p_junior_sec,p_senior_plus,p_school_age,education_dependency_ratio,elderly_65plus,p_elderly,Edu_Count,Health_Count,name_key,n_polygons,dist_hospital_km,dist_school_km,dist_hospital_max,dist_school_max,cluster_kmeans,priority_education,priority_health,priority_dual
Kebillewela North,67D,2544,219,218,244,219,145,165,173,184,191,143,160,145,118,101,61,28,16,7,3,4,Badulla,Kebillewela North,kebillewela north,Kebillewela North,Kebillewela North,1,1.0,AUTO_MATCH_OK,,681,1525,338,26.7688679245283,59.94496855345912,13.286163522012579,66.81967213114754,219,218,244,219,900,1525,8.608490566037736,8.569182389937106,9.59119496855346,8.608490566037736,35.37735849056604,59.01639344262295,220,8.647798742138365,0.0,0.0,kebillewelanorth,1.0,4.817865250607058,0.7070639071826407,4.817865250607058,0.7070639071826407,1,False,False,False
Gediyaroda,67K,1883,135,165,129,162,131,99,163,172,131,105,107,103,97,47,45,44,24,20,2,2,Badulla,Gediyaroda,gediyaroda,Gediyaroda,Gediyaroda,1,1.0,AUTO_MATCH_OK,,429,1173,281,22.782793414763674,62.294211364843335,14.92299522039299,60.52855924978687,135,165,129,162,591,1173,7.169410515135423,8.762612851832182,6.85077004779607,8.603292618162508,31.38608603292618,50.38363171355499,184,9.771640998406797,0.0,0.0,gediyaroda,1.0,5.352145191524593,0.8982164574078174,5.352145191524593,0.8982164574078174,1,False,False,False
Bandarawela West,65B,3287,275,251,322,307,263,228,250,203,218,212,179,170,153,116,65,37,22,5,6,5,Badulla,Bandarawela West,bandarawela west,Bandarawela West,Bandarawela West,1,1.0,AUTO_MATCH_OK,,848,2030,409,25.798600547611805,61.758442348646184,12.442957103742014,61.92118226600986,275,251,322,307,1155,2030,8.36629145117128,7.636142379069059,9.796166717371463,9.339823547307576,35.13842409491938,56.896551724137936,256,7.7882567690903555,4.0,0.0,bandarawelawest,1.0,4.526626160996013,0.2504456814027251,4.526626160996013,0.2504456814027251,1,False,False,False
Bandarawela East,65G,3182,231,289,369,354,218,201,195,215,231,210,188,155,116,95,47,36,18,8,1,5,Badulla,Bandarawela East,bandarawela east,Bandarawela East,Bandarawela East,1,1.0,AUTO_MATCH_OK,,889,1967,326,27.93840351979887,61.81646763042112,10.245128849780013,61.7691916624301,231,289,369,354,1243,1967,7.25958516656191,9.082338152105594,11.596480201131364,11.125078566939033,39.0634820867379,63.19267920691408,210,6.599622878692646,1.0,0.0,bandarawelaeast,1.0,4.704060937486928,0.2383525412357224,4.704060937486928,0.2383525412357224,1,False,False,False
Thanthiriya,66G,2347,161,198,224,343,138,143,145,161,139,144,124,136,118,71,50,27,15,7,1,2,Badulla,Thanthiriya,thanthiriya,Thanthiriya,Thanthiriya,1,1.0,AUTO_MATCH_OK,,583,1473,291,24.84022155943758,62.760971452918625,12.398806987643802,59.334691106585204,161,198,224,343,926,1473,6.8598210481465705,8.436301661695781,9.544098849595228,14.614401363442692,39.454622922880276,62.86490156143923,173,7.3711120579463145,0.0,0.0,thanthiriya,1.0,4.062419800799872,0.4175173056742126,4.062419800799872,0.4175173056742126,1,False,False,False
Udaperuwa,66B,1636,121,150,239,158,100,89,101,107,132,113,105,62,54,42,30,17,11,3,0,2,Badulla,Udaperuwa,udaperuwa,,,2,,UNMATCHED,Udaperuwa,510,967,159,31.173594132029343,59.10757946210269,9.71882640586797,69.18304033092038,121,150,239,158,668,967,7.396088019559902,9.168704156479219,14.60880195599022,9.657701711491443,40.831295843520785,69.07962771458118,105,6.418092909535453,0.0,0.0,udaperuwa,2.0,3.07435089452581,1.779907490530999,3.232387518862601,3.0008218626514345,0,False,False,False
Egodagama,66E,1532,128,167,135,116,92,97,134,103,122,97,81,78,72,47,31,24,5,3,0,0,Badulla,Egodagama,egodagama,Egodagama,Egodagama,1,1.0,AUTO_MATCH_OK,,430,920,182,28.067885117493475,60.052219321148826,11.879895561357703,66.52173913043478,128,167,135,116,546,920,8.355091383812011,10.900783289817232,8.81201044386423,7.5718015665796345,35.639686684073105,59.34782608695652,110,7.180156657963447,0.0,1.0,egodagama,1.0,2.007581962078995,1.7213946163491047,2.007581962078995,1.7213946163491047,0,False,False,False
Weheragalathenna,66F,1657,145,151,161,141,77,96,118,123,123,141,98,67,68,60,30,32,15,10,0,1,Badulla,Weheragalathenna,weheragalathenna,Weheragalathenna,Weheragalathenna,1,1.0,AUTO_MATCH_OK,,457,984,216,27.579963789981893,59.384429692214844,13.035606517803258,68.39430894308943,145,151,161,141,598,984,8.750754375377188,9.112854556427278,9.71635485817743,8.509354254677127,36.089318044659024,60.77235772357723,148,8.931804465902234,0.0,1.0,weheragalathenna,1.0,1.6258081211211055,2.7806706941859582,1.6258081211211055,2.7806706941859582,0,False,False,False
Bambaragama,70,780,48,57,74,59,57,36,55,50,62,70,50,59,34,25,16,15,9,1,0,3,Badulla,Bambaragama,bambaragama,Bambaragama,Bambaragama,1,1.0,AUTO_MATCH_OK,,179,498,103,22.94871794871795,63.84615384615384,13.205128205128206,56.62650602409639,48,57,74,59,238,498,6.153846153846154,7.307692307692308,9.487179487179487,7.564102564102564,30.512820512820515,47.791164658634536,69,8.846153846153847,0.0,1.0,bambaragama,1.0,1.2672130456956243,4.039288392882567,1.2672130456956243,4.039288392882567,1,False,False,False
Makulella,66A,2514,330,258,200,143,144,153,194,179,174,137,139,124,99,79,81,38,23,12,2,5,Badulla,Makulella,makulella,Makulella,Makulella,1,1.0,AUTO_MATCH_OK,,788,1387,339,31.34447096260939,55.171042163882255,13.484486873508352,81.25450612833454,330,258,200,143,931,1387,13.126491646778044,10.26252983293556,7.955449482895784,5.688146380270485,37.03261734287987,67.12328767123287,240,9.54653937947494,0.0,1.0,makulella,1.0,0.6727666912241006,3.0027047456953357,0.6727666912241006,3.0027047456953357,0,False,False,False
Kinigama,66,1767,119,166,167,200,89,103,145,118,124,122,109,86,80,65,24,23,17,5,2,3,Badulla,Kinigama,kinigama,Kinigama,Kinigama,1,1.0,AUTO_MATCH_OK,,452,1096,219,25.5800792303339,62.02603282399547,12.39388794567063,61.222627737226276,119,166,167,200,652,1096,6.734578381437465,9.39445387662705,9.451046972269383,11.318619128466327,36.898698358800225,59.48905109489051,139,7.866440294284098,0.0,0.0,kinigama,1.0,3.342823396572278,0.561189921237652,3.342823396572278,0.561189921237652,1,False,False,False
Inikambedda,65E,3184,249,290,297,290,201,189,252,240,237,209,189,151,136,94,78,45,24,9,3,1,Badulla,Inikambedda,inikambedda,Inikambedda,Inikambedda,1,1.0,AUTO_MATCH_OK,,836,1958,390,26.256281407035175,61.494974874371856,12.248743718592966,62.61491317671093,249,290,297,290,1126,1958,7.8203517587939695,9.108040201005025,9.32788944723618,9.108040201005025,35.3643216080402,57.507660878447396,254,7.977386934673366,0.0,0.0,inikambedda,1.0,3.88439383571261,0.9697646283374738,3.88439383571261,0.9697646283374738,1,False,False,False
Karagahawela,65C,2364,196,212,232,207,160,167,165,167,148,162,144,111,108,81,40,25,25,9,5,0,Badulla,Karagahawela,karagahawela,Karagahawela,Karagahawela,1,1.0,AUTO_MATCH_OK,,640,1431,293,27.072758037225043,60.53299492385786,12.39424703891709,65.19916142557652,196,212,232,207,847,1431,8.29103214890017,8.967851099830796,9.813874788494077,8.756345177664974,35.82910321489002,59.18937805730259,185,7.825719120135363,1.0,0.0,karagahawela,1.0,2.660454330162853,0.1861709385150285,2.660454330162853,0.1861709385150285,1,False,False,False
Obadella,65F,1687,132,168,151,142,81,116,136,105,128,102,103,97,75,73,33,26,15,3,1,0,Badulla,Obadella,obadella,Obadella,Obadella,1,1.0,AUTO_MATCH_OK,,451,1010,226,26.733847065797274,59.86959098992294,13.396561944279787,67.02970297029704,132,168,151,142,593,1010,7.824540604623592,9.95850622406639,8.950800237107291,8.417308832246592,35.15115589804386,58.712871287128706,151,8.950800237107291,0.0,0.0,obadella,1.0,2.8773594971825496,0.8199685986161691,2.8773594971825496,0.8199685986161691,0,False,False,False
Beddekumbura,65D,746,62,64,58,66,48,45,63,57,44,58,41,33,34,24,12,27,6,4,0,0,Badulla,Beddekumbura,beddekumbura,Beddekumbura,Beddekumbura,1,1.0,AUTO_MATCH_OK,,184,455,107,24.664879356568363,60.991957104557635,14.343163538873997,63.95604395604395,62,64,58,66,250,455,8.310991957104557,8.579088471849866,7.774798927613941,8.847184986595174,33.51206434316354,54.94505494505495,73,9.785522788203753,0.0,0.0,beddekumbura,1.0,3.4407539368654203,1.6809028963552126,3.4407539368654203,1.6809028963552126,1,False,False,False
Kebillewela South,65A,1391,101,129,129,103,94,89,78,96,105,91,105,69,70,54,29,25,19,3,0,2,Badulla,Kebillewela South,kebillewela south,Kebillewela South,Kebillewela South,1,1.0,AUTO_MATCH_OK,,359,830,202,25.80877066858375,59.66930265995687,14.521926671459381,67.59036144578313,101,129,129,103,462,830,7.2609633357296905,9.27390366642703,9.27390366642703,7.4047447879223585,33.21351545650611,55.662650602409634,132,9.489575844716033,0.0,0.0,kebillewelasouth,1.0,3.686709824969426,1.4520380191949789,3.686709824969426,1.4520380191949789,0,False,False,False
Mahaulpatha,66D,1213,111,111,101,85,67,78,93,98,93,67,82,57,63,54,29,15,8,0,1,0,Badulla,Mahaulpatha,mahaulpatha,Mahaulpatha,Mahaulpatha,1,1.0,AUTO_MATCH_OK,,323,720,170,26.628194558944767,59.35696619950536,14.014839241549875,68.47222222222223,111,111,101,85,408,720,9.150865622423742,9.150865622423742,8.32646331409728,7.007419620774938,33.6356141797197,56.666666666666664,107,8.821104699093157,0.0,0.0,mahaulpatha,1.0,3.7422534516507553,1.0694152474259284,3.7422534516507553,1.0694152474259284,0,False,False,False
Darahitawanagoda,66H,1144,80,102,103,104,86,70,75,81,95,94,83,56,46,22,20,16,7,4,0,0,Badulla,Darahitawanagoda,darahitawanagoda,Darahitawanagoda,Darahitawanagoda,1,1.0,AUTO_MATCH_OK,,285,744,115,24.91258741258741,65.03496503496503,10.052447552447552,53.76344086021505,80,102,103,104,389,744,6.993006993006993,8.916083916083917,9.003496503496503,9.090909090909092,34.00349650349651,52.284946236559136,69,6.031468531468532,0.0,0.0,darahitawanagoda,1.0,3.183871783644081,1.8389399279555232,3.183871783644081,1.8389399279555232,1,False,False,False
Doolgolla,66C,627,57,54,49,55,24,39,54,52,43,36,35,43,27,25,13,12,2,5,0,2,Badulla,Doolgolla,doolgolla,Doolgolla,Doolgolla,1,1.0,AUTO_MATCH_OK,,160,381,86,25.51834130781499,60.76555023923444,13.716108452950559,64.56692913385827,57,54,49,55,215,381,9.090909090909092,8.61244019138756,7.814992025518341,8.771929824561402,34.29027113237639,56.43044619422572,59,9.409888357256778,0.0,0.0,doolgolla,1.0,2.925844764557884,1.6112486649920776,2.925844764557884,1.6112486649920776,1,False,False,False
Creig Watta,66I,2392,229,228,251,163,166,167,217,153,156,135,136,103,90,81,73,28,9,3,3,1,Badulla,Creig Watta,creig watta,Creig Watta,Creig Watta,1,1.0,AUTO_MATCH_OK,,708,1396,288,29.59866220735786,58.36120401337793,12.040133779264215,71.34670487106017,229,228,251,163,871,1396,9.573578595317727,9.531772575250837,10.493311036789297,6.814381270903009,36.41304347826087,62.392550143266476,198,8.277591973244148,0.0,0.0,creigwatta,1.0,2.776421816897153,2.275727364916573,2.776421816897153,2.275727364916573,0,False,False,False
Liyangahawela Watta,70D,1916,176,218,181,135,117,144,143,134,107,127,111,102,83,65,42,19,9,1,0,2,Badulla,Liyangahawela Watta,liyangahawela watta,Liyangahawela Watta,Liyangahawela Watta,1,1.0,AUTO_MATCH_OK,,575,1120,221,30.010438413361168,58.455114822546975,11.534446764091857,71.07142857142857,176,218,181,135,710,1120,9.18580375782881,11.377870563674323,9.446764091858038,7.045929018789145,37.05636743215031,63.39285714285714,138,7.20250521920668,0.0,1.0,liyangahawelawatta,1.0,2.707265487742943,2.551992294462252,2.707265487742943,2.551992294462252,0,False,False,False
Ambadandegama,70B,1164,77,96,118,114,70,71,72,83,94,81,70,52,50,31,32,33,13,2,0,5,Badulla,Ambadandegama,ambadandegama,Ambadandegama,Ambadandegama,1,1.0,AUTO_MATCH_OK,,291,707,166,25.0,60.73883161512027,14.261168384879724,64.63932107496464,77,96,118,114,405,707,6.61512027491409,8.24742268041237,10.137457044673539,9.793814432989691,34.79381443298969,57.28429985855728,116,9.965635738831615,0.0,0.0,ambadandegama,1.0,2.194053003238863,5.45513235249304,2.194053003238863,5.45513235249304,1,False,False,False
Beddearawa,70C,503,42,38,36,41,25,34,32,40,35,35,34,32,21,23,13,13,6,1,2,0,Badulla,Beddearawa,beddearawa,Beddearawa,Beddearawa,1,1.0,AUTO_MATCH_OK,,116,308,79,23.061630218687874,61.23260437375746,15.705765407554672,63.31168831168831,42,38,36,41,157,308,8.34990059642147,7.5546719681908545,7.157057654075547,8.151093439363818,31.21272365805169,50.97402597402597,58,11.530815109343937,0.0,0.0,beddearawa,1.0,1.8954668178146248,3.1144945466530136,1.8954668178146248,3.1144945466530136,1,False,False,False
Liyangahawela,70A,821,60,61,66,58,55,50,52,60,48,50,50,51,69,38,19,25,5,3,1,0,Badulla,Liyangahawela,liyangahawela,Liyangahawela,Liyangahawela,1,1.0,AUTO_MATCH_OK,,187,474,160,22.77710109622412,57.734470158343484,19.488428745432397,73.20675105485233,60,61,66,58,245,474,7.3081607795371495,7.429963459196102,8.038976857490866,7.064555420219245,29.84165651644336,51.68776371308017,91,11.084043848964678,0.0,1.0,liyangahawela,1.0,1.225367398556034,3.4526755588345326,1.225367398556034,3.4526755588345326,1,False,False,False
Nayabedda Estate,65H,3773,358,370,378,264,212,267,281,260,244,253,264,190,155,116,89,39,15,11,2,5,Badulla,Nayabedda Estate,nayabedda estate,Nayabedda Estate,Nayabedda Estate,1,1.0,AUTO_MATCH_OK,,1106,2235,432,29.313543599257883,59.236681685661274,11.449774715080837,68.81431767337808,358,370,378,264,1370,2235,9.48847071296051,9.806520010601643,10.018552875695732,6.997084548104956,36.31062814736284,61.297539149888145,277,7.341637953882851,0.0,0.0,nayabeddaestate,1.0,2.346265708684776,2.265392956819136,2.346265708684776,2.265392956819136,0,False,False,False
Piyarapandowa,68H,2058,179,216,184,160,155,164,154,143,105,152,137,104,76,55,40,21,9,4,0,0,Badulla,Piyarapandowa,piyarapandowa,Piyarapandowa,Piyarapandowa,1,1.0,AUTO_MATCH_OK,,579,1274,205,28.134110787172013,61.904761904761905,9.961127308066084,61.53846153846154,179,216,184,160,739,1274,8.697764820213798,10.495626822157435,8.940719144800777,7.774538386783285,35.9086491739553,58.00627943485086,129,6.2682215743440235,0.0,0.0,piyarapandowa,1.0,3.040508083054757,2.3383087147316544,3.040508083054757,2.3383087147316544,0,False,False,False
Halpe,68,1947,156,169,157,171,132,137,137,128,133,136,122,119,87,58,45,28,18,7,4,3,Badulla,Halpe,halpe,Halpe,Halpe,1,1.0,AUTO_MATCH_OK,,482,1215,250,24.756034925526453,62.40369799691834,12.840267077555211,60.24691358024692,156,169,157,171,653,1215,8.012326656394453,8.680020544427324,8.063687724704675,8.782742681047766,33.538777606574214,53.74485596707819,163,8.371854134566,1.0,1.0,halpe,1.0,2.1920561447830997,1.55901139115818,2.1920561447830997,1.55901139115818,1,False,False,False
Kirinda,68D,1550,153,167,138,105,109,120,102,98,100,108,94,87,55,48,28,20,8,8,1,1,Badulla,Kirinda,kirinda,,,2,,UNMATCHED,Kirinda,458,923,169,29.548387096774192,59.54838709677419,10.903225806451614,67.93066088840737,153,167,138,105,563,923,9.870967741935484,10.774193548387096,8.903225806451614,6.774193548387098,36.32258064516129,60.99674972914409,114,7.354838709677419,0.0,0.0,kirinda,2.0,4.0470626375484,2.1260654995087513,4.640154125224449,2.3002736055429,0,False,False,False
Demodara,68I,2592,233,212,222,213,191,205,194,179,153,160,165,155,118,67,44,40,22,5,8,6,Badulla,Demodara,demodara,,,2,,UNMATCHED,Demodara,667,1615,310,25.733024691358025,62.3070987654321,11.959876543209877,60.4953560371517,233,212,222,213,880,1615,8.989197530864198,8.179012345679013,8.564814814814815,8.217592592592593,33.95061728395062,54.4891640866873,192,7.4074074074074066,0.0,0.0,demodara,2.0,4.176123294260913,2.4230134233944502,5.608374171653959,3.370493971076414,1,False,False,False
Navulla,68A,1777,132,156,153,166,117,115,137,103,109,122,122,96,84,74,46,23,11,8,0,3,Badulla,Navulla,navulla,Navulla,Navulla,1,1.0,AUTO_MATCH_OK,,441,1087,249,24.817107484524477,61.17051209904333,14.012380416432189,63.477460901563944,132,156,153,166,607,1087,7.42824985931345,8.778840742824986,8.610016882386045,9.341586944288126,34.15869442881261,55.84176632934683,165,9.285312324141811,0.0,0.0,navulla,1.0,2.623109871715165,2.2019541586337774,2.623109871715165,2.2019541586337774,1,False,False,False
Gawarawela,72,1819,156,168,172,127,105,140,135,126,115,135,137,94,73,45,45,31,10,3,1,1,Badulla,Gawarawela,gawarawela,Gawarawela,Gawarawela,1,1.0,AUTO_MATCH_OK,,496,1114,209,27.26772952171523,61.242440901594286,11.48982957669049,63.28545780969479,156,168,172,127,623,1114,8.5761407366685,9.235843870258384,9.455744914788346,6.981858163826278,34.249587685541506,55.9245960502693,136,7.476635514018691,0.0,0.0,gawarawela,1.0,4.004218531331568,2.6887651175083573,4.004218531331568,2.6887651175083573,0,False,False,False
Beddewela,72H,1701,119,172,160,139,94,125,128,110,101,118,116,106,65,62,43,23,13,4,0,3,Badulla,Beddewela,beddewela,Beddewela,Beddewela,1,1.0,AUTO_MATCH_OK,,451,1037,213,26.513815402704292,60.96413874191652,12.522045855379188,64.03085824493732,119,172,160,139,590,1037,6.995884773662551,10.11169900058789,9.40623162845385,8.171663727219283,34.68547912992357,56.89488910318226,148,8.700764256319813,0.0,0.0,beddewela,1.0,4.813521135751337,2.2957077284198566,4.813521135751337,2.2957077284198566,0,False,False,False
Pupula West,72D,887,63,68,85,60,52,67,73,59,67,60,72,49,40,32,19,13,2,5,1,0,Badulla,Pupula West,pupula west,Pupula West,Pupula West,1,1.0,AUTO_MATCH_OK,,216,559,112,24.351747463359636,63.021420518602035,12.62683201803833,58.67620751341681,63,68,85,60,276,559,7.1025930101465615,7.666290868094701,9.582863585118377,6.764374295377677,31.116121758737318,49.37388193202147,72,8.117249154453212,0.0,0.0,pupulawest,1.0,4.57349400520087,3.2603395558358548,4.57349400520087,3.2603395558358548,1,False,False,False
Pupula,72C,1755,178,188,141,104,119,142,147,92,96,113,125,94,83,66,36,22,2,6,1,0,Badulla,Pupula,pupula,Pupula,Pupula,1,1.0,AUTO_MATCH_OK,,507,1032,216,28.888888888888886,58.80341880341881,12.307692307692308,70.05813953488372,178,188,141,104,611,1032,10.142450142450143,10.712250712250713,8.034188034188034,5.9259259259259265,34.81481481481482,59.20542635658915,133,7.578347578347579,0.0,0.0,pupula,1.0,5.794205756124366,3.624936780293314,5.794205756124366,3.624936780293314,0,False,False,False
Galtenhena,72E,1006,93,103,113,71,51,65,73,72,62,48,85,52,34,37,21,13,6,1,2,4,Badulla,Galtenhena,galtenhena,Galtenhena,Galtenhena,1,1.0,AUTO_MATCH_OK,,309,579,118,30.715705765407552,57.55467196819085,11.72962226640159,73.74784110535406,93,103,113,71,380,579,9.244532803180915,10.238568588469185,11.232604373757455,7.057654075546719,37.77335984095427,65.63039723661485,84,8.34990059642147,0.0,0.0,galtenhena,1.0,5.438325481175297,4.814905450987434,5.438325481175297,4.814905450987434,0,False,False,False
Nawela East,72A,960,93,111,103,72,49,72,72,55,62,76,58,48,30,22,18,11,6,1,0,1,Badulla,Nawela East,nawela east,Nawela East,Nawela East,1,1.0,AUTO_MATCH_OK,,307,564,89,31.979166666666664,58.75,9.270833333333334,70.2127659574468,93,111,103,72,379,564,9.6875,11.5625,10.729166666666666,7.5,39.479166666666664,67.19858156028369,59,6.145833333333333,0.0,0.0,nawelaeast,1.0,5.444289720271052,4.69857298669261,5.444289720271052,4.69857298669261,0,False,False,False
Nawela West,72F,902,74,81,77,59,39,63,67,57,73,74,79,50,51,20,16,16,3,2,1,0,Badulla,Nawela West,nawela west,Nawela West,Nawela West,1,1.0,AUTO_MATCH_OK,,232,561,109,25.72062084257206,62.19512195121951,12.084257206208427,60.78431372549019,74,81,77,59,291,561,8.2039911308204,8.980044345898005,8.536585365853659,6.541019955654102,32.26164079822617,51.87165775401069,58,6.430155210643015,0.0,0.0,nawelawest,1.0,3.871449418250089,3.1089452355491587,3.871449418250089,3.1089452355491587,0,False,False,False
Medawela West,72G,1145,93,90,108,86,69,76,74,66,83,72,87,67,47,51,34,26,10,4,1,1,Badulla,Medawela West,medawela west,Medawela West,Medawela West,1,1.0,AUTO_MATCH_OK,,291,680,174,25.41484716157205,59.388646288209614,15.196506550218341,68.38235294117648,93,90,108,86,377,680,8.12227074235808,7.860262008733625,9.43231441048035,7.510917030567686,32.92576419213974,55.44117647058824,127,11.091703056768559,0.0,0.0,medawelawest,1.0,3.000201426181801,2.511115667152904,3.000201426181801,2.511115667152904,1,False,False,False
Yahalewela,68E,1182,95,117,103,94,84,77,92,88,86,85,74,50,52,38,30,6,6,5,0,0,Badulla,Yahalewela,yahalewela,Yahalewela,Yahalewela,1,1.0,AUTO_MATCH_OK,,315,730,137,26.649746192893403,61.75972927241963,11.590524534686972,61.917808219178085,95,117,103,94,409,730,8.037225042301184,9.898477157360407,8.714043993231812,7.952622673434856,34.60236886632826,56.02739726027397,85,7.1912013536379025,0.0,6.0,yahalewela,1.0,1.8770291247236772,1.4911126025287171,1.8770291247236772,1.4911126025287171,0,False,False,False
Newberg,68J,831,66,80,73,82,64,63,66,49,51,61,58,44,26,27,9,7,2,1,0,2,Badulla,Newberg,newberg,Newberg,Newberg,1,1.0,AUTO_MATCH_OK,,219,538,74,26.353790613718413,64.74127557160048,8.904933814681106,54.46096654275093,66,80,73,82,301,538,7.9422382671480145,9.626955475330927,8.78459687123947,9.8676293622142,36.22141997593261,55.94795539033457,48,5.776173285198556,1.0,6.0,newberg,1.0,1.904102626263411,0.96679065523768,1.904102626263411,0.96679065523768,1,False,False,False
Ella,68B,1403,122,121,121,110,106,111,104,82,119,91,91,79,45,34,30,20,9,6,0,2,Badulla,Ella,ella,Ella,Ella,1,1.0,AUTO_MATCH_OK,,364,893,146,25.944404846756953,63.64932287954383,10.406272273699216,57.110862262038076,122,121,121,110,474,893,8.695652173913043,8.624376336421953,8.624376336421953,7.840342124019957,33.78474697077691,53.07950727883539,101,7.198859586600142,0.0,6.0,ella,2.0,2.2699166925566265,2.7127790746236218,4.388617533374216,4.526131249747005,1,False,False,False
Madhuragama,68C,1307,110,119,104,111,85,88,91,100,88,83,82,68,67,39,34,16,12,6,4,0,Badulla,Madhuragama,madhuragama,Madhuragama,Madhuragama,1,1.0,AUTO_MATCH_OK,,333,796,178,25.478194338179033,60.90283091048202,13.618974751338945,64.19597989949749,110,119,104,111,444,796,8.416220351951033,9.104820198928845,7.957153787299158,8.492731446059679,33.970925784238716,55.778894472361806,111,8.492731446059679,0.0,6.0,madhuragama,1.0,1.1197759438464383,1.115773689143661,1.1197759438464383,1.115773689143661,1,False,False,False
Idamegama,68F,572,46,42,33,46,40,48,52,35,37,34,38,38,30,27,6,7,8,4,0,1,Badulla,Idamegama,idamegama,,,4,,UNMATCHED,Idamegama,121,368,83,21.153846153846153,64.33566433566433,14.51048951048951,55.434782608695656,46,42,33,46,167,368,8.041958041958042,7.3426573426573425,5.769230769230769,8.041958041958042,29.195804195804197,45.380434782608695,53,9.265734265734265,0.0,0.0,idamegama,4.0,1.4754810569652583,2.257133483510511,5.060656159944287,3.536553634335628,1,False,False,False
Hettipola,69G,1495,150,154,108,120,124,133,110,89,103,93,85,77,56,52,27,7,5,2,0,0,Badulla,Hettipola,hettipola,Hettipola,Hettipola,1,1.0,AUTO_MATCH_OK,,412,934,149,27.55852842809365,62.474916387959865,9.966555183946488,60.064239828693786,150,154,108,120,532,934,10.033444816053512,10.301003344481606,7.224080267558529,8.02675585284281,35.58528428093645,56.9593147751606,93,6.220735785953177,0.0,1.0,hettipola,1.0,0.530865942643257,0.934918492407417,0.530865942643257,0.934918492407417,0,False,False,False
Millagama,68G,1360,93,103,110,121,104,94,90,102,99,86,94,93,69,45,25,14,9,3,1,5,Badulla,Millagama,millagama,Millagama,Millagama,1,1.0,AUTO_MATCH_OK,,306,883,171,22.5,64.92647058823529,12.573529411764707,54.02038505096263,93,103,110,121,427,883,6.838235294117648,7.573529411764706,8.088235294117647,8.897058823529411,31.397058823529413,48.357870894677234,102,7.5,0.0,1.0,millagama,1.0,1.352398098395675,2.419621712637011,1.352398098395675,2.419621712637011,1,False,False,False
Udukumbalwela,69,1639,138,142,195,173,117,94,96,93,124,122,108,80,53,44,29,15,11,3,1,1,Badulla,Udukumbalwela,udukumbalwela,Udukumbalwela,Udukumbalwela,1,1.0,AUTO_MATCH_OK,,475,1007,157,28.981086028065896,61.4399023794997,9.57901159243441,62.76067527308838,138,142,195,173,648,1007,8.419768151311775,8.663819402074434,11.897498474679683,10.555216595485053,39.536302623550945,64.34955312810328,104,6.345332519829164,0.0,1.0,udukumbalwela,1.0,1.5320260590642705,2.027105839686446,1.5320260590642705,2.027105839686446,1,False,False,False
Dowa,69D,1872,156,182,135,135,140,141,147,142,119,131,116,108,75,67,37,19,15,6,1,0,Badulla,Dowa,dowa,Dowa,Dowa,1,1.0,AUTO_MATCH_OK,,473,1179,220,25.267094017094017,62.980769230769226,11.752136752136751,58.778625954198475,156,182,135,135,608,1179,8.333333333333332,9.722222222222223,7.211538461538461,7.211538461538461,32.47863247863248,51.569126378286676,145,7.745726495726496,0.0,0.0,dowa,1.0,2.972590073019788,1.5816423623114118,2.972590073019788,1.5816423623114118,1,False,False,False
Palleperuwa,69C,2479,186,185,299,285,164,143,155,149,166,180,150,126,96,78,51,39,15,8,2,2,Badulla,Palleperuwa,palleperuwa,Palleperuwa,Palleperuwa,1,1.0,AUTO_MATCH_OK,,670,1518,291,27.027027027027028,61.23436869705527,11.738604275917709,63.306982872200265,186,185,299,285,955,1518,7.503025413473175,7.462686567164178,12.061315046389673,11.496571198063736,38.52359822509076,62.91172595520421,195,7.866075030254134,0.0,0.0,palleperuwa,1.0,3.2013398943392213,1.6276393273475975,3.2013398943392213,1.6276393273475975,1,False,False,False
Heeloya,69B,2439,210,233,233,209,181,152,156,167,179,183,135,139,98,47,54,41,8,11,3,0,Badulla,Heeloya,heeloya,Heeloya,Heeloya,1,1.0,AUTO_MATCH_OK,,676,1501,262,27.71627716277163,61.54161541615416,10.742107421074211,62.49167221852099,210,233,233,209,885,1501,8.61008610086101,9.553095530955309,9.553095530955309,8.569085690856909,36.28536285362854,58.96069287141905,164,6.724067240672407,0.0,1.0,heeloya,1.0,2.098986726685742,1.3133934421445816,2.098986726685742,1.3133934421445816,0,False,False,False
Kithalella,69E,1435,109,135,126,141,106,84,86,112,112,109,88,56,66,45,26,22,9,2,1,0,Badulla,Kithalella,kithalella,Kithalella,Kithalella,1,1.0,AUTO_MATCH_OK,,370,894,171,25.78397212543554,62.299651567944245,11.91637630662021,60.514541387024614,109,135,126,141,511,894,7.595818815331011,9.40766550522648,8.780487804878048,9.825783972125436,35.609756097560975,57.158836689038026,105,7.317073170731707,2.0,6.0,kithalella,1.0,1.5053948861615165,0.5343573032582755,1.5053948861615165,0.5343573032582755,1,False,False,False
